ID,Interlocutore,Frase,Sentiment,Dominant_Sentiment,Emotion,Dominant_Emotion
424,al,si. per sabato ci risolve il problema. ,"Negative: 0.0034445%,
Neutral: 0.2103083%,
Positive: 0.7862472%",POSITIVE,"'anger', (0.0031282),
 'fear', (0.0205847),
 'joy', (0.6868169),
 'sadness', (0.2894703)",joy
424,an,tutto a posto? ,"Negative: 0.0004357%,
Neutral: 0.1085826%,
Positive: 0.8909817%",POSITIVE,"'anger', (0.0007105),
 'fear', (0.0005380),
 'joy', (0.0004693),
 'sadness', (0.9982822)",sadness
424,al,niente di bello. ,"Negative: 0.3111329%,
Neutral: 0.0186540%,
Positive: 0.6702131%",POSITIVE,"'anger', (0.0001686),
 'fear', (0.0001640),
 'joy', (0.9993518),
 'sadness', (0.0003155)",joy
424,an,allora va bene. ,"Negative: 0.0009563%,
Neutral: 0.0956265%,
Positive: 0.9034172%",POSITIVE,"'anger', (0.0002272),
 'fear', (0.0037367),
 'joy', (0.0007595),
 'sadness', (0.9952766)",sadness
425,a,adesso sta venendo. mi sta venendo a prendere. ,"Negative: 0.0015907%,
Neutral: 0.3247890%,
Positive: 0.6736204%",POSITIVE,"'anger', (0.0001633),
 'fear', (0.0219898),
 'joy', (0.9765552),
 'sadness', (0.0012918)",joy
425,m,va bene sto fuori al bar. ciao. ,"Negative: 0.0005987%,
Neutral: 0.3608477%,
Positive: 0.6385537%",POSITIVE,"'anger', (0.0001001),
 'fear', (0.0001672),
 'joy', (0.9990594),
 'sadness', (0.0006734)",joy
426,c,si ma il prezzo ci sta.   ,"Negative: 0.0050994%,
Neutral: 0.0343615%,
Positive: 0.9605391%",POSITIVE,"'anger', (0.0008694),
 'fear', (0.0008689),
 'joy', (0.0024897),
 'sadness', (0.9957719)",sadness
426,c,ci stiamo col prezzo. pensa che per le calze parliamo di 30 centesimi ,"Negative: 0.1094883%,
Neutral: 0.1034614%,
Positive: 0.7870502%",POSITIVE,"'anger', (0.9985541),
 'fear', (0.0006881),
 'joy', (0.0000899),
 'sadness', (0.0006681)",anger
426,m,va bene. ciao. grazie. ,"Negative: 0.0000945%,
Neutral: 0.0056830%,
Positive: 0.9942225%",POSITIVE,"'anger', (0.0001546),
 'fear', (0.0001986),
 'joy', (0.9994121),
 'sadness', (0.0002347)",joy
427,m,avvocato buongiorno sono mario. ,"Negative: 0.0002584%,
Neutral: 0.3448488%,
Positive: 0.6548928%",POSITIVE,"'anger', (0.0001653),
 'fear', (0.0001893),
 'joy', (0.9994105),
 'sadness', (0.0002349)",joy
427,m,senti. notizie buone per l’articolo sette non ce l’ha quell’amico. ,"Negative: 0.0015495%,
Neutral: 0.0620734%,
Positive: 0.9363770%",POSITIVE,"'anger', (0.0043499),
 'fear', (0.0020311),
 'joy', (0.1982464),
 'sadness', (0.7953726)",sadness
427,a,va bene . va bene. ,"Negative: 0.0001808%,
Neutral: 0.0058029%,
Positive: 0.9940163%",POSITIVE,"'anger', (0.0002020),
 'fear', (0.0035885),
 'joy', (0.4659666),
 'sadness', (0.5302428)",sadness
427,a,si. va bene. ,"Negative: 0.0004214%,
Neutral: 0.0164470%,
Positive: 0.9831316%",POSITIVE,"'anger', (0.0001781),
 'fear', (0.0011701),
 'joy', (0.0044634),
 'sadness', (0.9941883)",sadness
427,m,allora è buono. no? ,"Negative: 0.0034236%,
Neutral: 0.0997632%,
Positive: 0.8968132%",POSITIVE,"'anger', (0.0002170),
 'fear', (0.0001532),
 'joy', (0.9992686),
 'sadness', (0.0003612)",joy
427,a,va bene. ottimo.   ,"Negative: 0.0001247%,
Neutral: 0.0019539%,
Positive: 0.9979214%",POSITIVE,"'anger', (0.0001377),
 'fear', (0.0002241),
 'joy', (0.9993855),
 'sadness', (0.0002527)",joy
428,p,il figlio mio bello (ride e fa il verso a qualcuno).   ti ha riconosciuto. (ride) ,"Negative: 0.0003137%,
Neutral: 0.0175285%,
Positive: 0.9821578%",POSITIVE,"'anger', (0.0001310),
 'fear', (0.0002108),
 'joy', (0.9994285),
 'sadness', (0.0002299)",joy
428,a,e meglio qua che laggiù. ,"Negative: 0.0018084%,
Neutral: 0.1376762%,
Positive: 0.8605154%",POSITIVE,"'anger', (0.0003089),
 'fear', (0.0020132),
 'joy', (0.0005929),
 'sadness', (0.9970849)",sadness
428,a,sta bene.. questa è la via della. di giggino ? ,"Negative: 0.0005484%,
Neutral: 0.3486236%,
Positive: 0.6508281%",POSITIVE,"'anger', (0.0001444),
 'fear', (0.0001627),
 'joy', (0.9993574),
 'sadness', (0.0003355)",joy
428,a,donato è stato sempre tifoso nostro. (del clan cava) ,"Negative: 0.0006087%,
Neutral: 0.3692943%,
Positive: 0.6300970%",POSITIVE,"'anger', (0.0001158),
 'fear', (0.0002444),
 'joy', (0.9993655),
 'sadness', (0.0002743)",joy
429,a,"sempre. ho paura. perchè non tengo la pistola addosso, solo per questo","Negative: 0.7761374%,
Neutral: 0.2221422%,
Positive: 0.0017203%",NEGATIVE,"'anger', (0.0011006),
 'fear', (0.9971117),
 'joy', (0.0008957),
 'sadness', (0.0008921)",fear
430,m,uheèèè. tutto bene. vengo oggi?  ,"Negative: 0.0001278%,
Neutral: 0.0679122%,
Positive: 0.9319600%",POSITIVE,"'anger', (0.0000848),
 'fear', (0.0001867),
 'joy', (0.9977913),
 'sadness', (0.0019373)",joy
434,p,(si ferma suona il clacson poi lo chiama -). don felice . (ridono)  ,"Negative: 0.0002239%,
Neutral: 0.0120660%,
Positive: 0.9877101%",POSITIVE,"'anger', (0.0001246),
 'fear', (0.0001846),
 'joy', (0.9993926),
 'sadness', (0.0002981)",joy
434,p,eheè. si ogni tanto. (ridono) ,"Negative: 0.0012441%,
Neutral: 0.3370343%,
Positive: 0.6617216%",POSITIVE,"'anger', (0.0001440),
 'fear', (0.0001879),
 'joy', (0.9994199),
 'sadness', (0.0002482)",joy
434,f,(ridono) . va bene. ,"Negative: 0.0004870%,
Neutral: 0.0434882%,
Positive: 0.9560247%",POSITIVE,"'anger', (0.0003272),
 'fear', (0.0010845),
 'joy', (0.2861864),
 'sadness', (0.7124020)",sadness
434,a,tutto a posto. ,"Negative: 0.0002687%,
Neutral: 0.0046775%,
Positive: 0.9950538%",POSITIVE,"'anger', (0.0003289),
 'fear', (0.0007661),
 'joy', (0.0039384),
 'sadness', (0.9949666)",sadness
434,f,"a novara, io la conosco la zona.. altro dissi adesso “mi butto sopra al gionale” (voleva fare parlare di se) questi fetenti.   ","Negative: 0.9704586%,
Neutral: 0.0292405%,
Positive: 0.0003009%",NEGATIVE,"'anger', (0.9993293),
 'fear', (0.0001390),
 'joy', (0.0001459),
 'sadness', (0.0003859)",anger
434,f,"si, io ci sto in contatto tutti i giorni. ma comunque ci andiamo a fare una camminata. ","Negative: 0.0004055%,
Neutral: 0.1833411%,
Positive: 0.8162534%",POSITIVE,"'anger', (0.0002297),
 'fear', (0.0006404),
 'joy', (0.8984741),
 'sadness', (0.1006558)",joy
434,a,(ride). per un giorno  stiamo un giorno là sopra. andiamo e torniamo. ,"Negative: 0.0023470%,
Neutral: 0.3687604%,
Positive: 0.6288926%",POSITIVE,"'anger', (0.0002062),
 'fear', (0.0004984),
 'joy', (0.0076980),
 'sadness', (0.9915974)",sadness
434,a,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
434,p,fate i bravi. fai il bravo. (ride) ,"Negative: 0.0012100%,
Neutral: 0.4945584%,
Positive: 0.5042316%",POSITIVE,"'anger', (0.0100726),
 'fear', (0.0001797),
 'joy', (0.9887601),
 'sadness', (0.0009875)",joy
434,f,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
434,a,felice ciao. ,"Negative: 0.0001091%,
Neutral: 0.0079553%,
Positive: 0.9919355%",POSITIVE,"'anger', (0.0001666),
 'fear', (0.0001791),
 'joy', (0.9993771),
 'sadness', (0.0002773)",joy
434,f,"ciao, comara. tutto a posto non vi serve niente? ","Negative: 0.0016855%,
Neutral: 0.4615400%,
Positive: 0.5367745%",POSITIVE,"'anger', (0.0033190),
 'fear', (0.0007344),
 'joy', (0.0003297),
 'sadness', (0.9956169)",sadness
434,a,dobbiamo andare ad acerra . dobbiamo andare ad  acerra da quello scellerato. ,"Negative: 0.7635316%,
Neutral: 0.2345087%,
Positive: 0.0019598%",NEGATIVE,"'anger', (0.9992538),
 'fear', (0.0001520),
 'joy', (0.0001144),
 'sadness', (0.0004797)",anger
434,a,andiamo cosa ce ne frega. dobbiamo chiamare ad antonio. antonio ci aveva detto che teneva. adesso la tenevi. ,"Negative: 0.8037397%,
Neutral: 0.1846711%,
Positive: 0.0115893%",NEGATIVE,"'anger', (0.9994247),
 'fear', (0.0001798),
 'joy', (0.0001619),
 'sadness', (0.0002336)",anger
435,a,va bene. va bene . stiamo a posto. tutto a posto. ,"Negative: 0.0001491%,
Neutral: 0.0023327%,
Positive: 0.9975182%",POSITIVE,"'anger', (0.0002168),
 'fear', (0.0049053),
 'joy', (0.7909805),
 'sadness', (0.2038973)",joy
436,an,ahaà. mi pensavo che stavi per nola ,"Negative: 0.5323218%,
Neutral: 0.4592989%,
Positive: 0.0083794%",NEGATIVE,"'anger', (0.0000939),
 'fear', (0.0001950),
 'joy', (0.9979797),
 'sadness', (0.0017315)",joy
436,a,no. no. no. ,"Negative: 0.5188131%,
Neutral: 0.4799954%,
Positive: 0.0011915%",NEGATIVE,"'anger', (0.0003752),
 'fear', (0.0006263),
 'joy', (0.0006597),
 'sadness', (0.9983388)",sadness
436,an,ci sta questo coso che non funziona qua. mannaggia. fa caldo. ,"Negative: 0.9952010%,
Neutral: 0.0045369%,
Positive: 0.0002621%",NEGATIVE,"'anger', (0.0022171),
 'fear', (0.0004615),
 'joy', (0.0002716),
 'sadness', (0.9970497)",sadness
436,an,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
439,ciro,uè buongiorno,"Negative: 0.0000784%,
Neutral: 0.0068862%,
Positive: 0.9930354%",POSITIVE,"'anger', (0.0001768),
 'fear', (0.0002113),
 'joy', (0.9993830),
 'sadness', (0.0002288)",joy
439,antonio,va bene ci vediamo quà,"Negative: 0.0003336%,
Neutral: 0.2387712%,
Positive: 0.7608952%",POSITIVE,"'anger', (0.0001618),
 'fear', (0.0002104),
 'joy', (0.9993824),
 'sadness', (0.0002455)",joy
439,ciro,no. non l’ho visto proprio mo,"Negative: 0.5011781%,
Neutral: 0.4938441%,
Positive: 0.0049778%",NEGATIVE,"'anger', (0.0009208),
 'fear', (0.0004390),
 'joy', (0.0004993),
 'sadness', (0.9981409)",sadness
439,antonio,(commenta) ma è bagnato il sedile (dell’auto) ,"Negative: 0.9689424%,
Neutral: 0.0308181%,
Positive: 0.0002395%",NEGATIVE,"'anger', (0.0003229),
 'fear', (0.0042725),
 'joy', (0.0006565),
 'sadness', (0.9947482)",sadness
439,antonio,no il sedile dell’auto bagnato,"Negative: 0.9627771%,
Neutral: 0.0367903%,
Positive: 0.0004324%",NEGATIVE,"'anger', (0.0031476),
 'fear', (0.0442464),
 'joy', (0.0009110),
 'sadness', (0.9516950)",sadness
439,antonio,si ciccio lo tiene è. ,"Negative: 0.4587352%,
Neutral: 0.3214709%,
Positive: 0.2197940%",NEGATIVE,"'anger', (0.0001159),
 'fear', (0.0001479),
 'joy', (0.9988084),
 'sadness', (0.0009278)",joy
439,ciro,allora adesso che vengo io me lo faccio dare. va bene,"Negative: 0.0004649%,
Neutral: 0.0473051%,
Positive: 0.9522301%",POSITIVE,"'anger', (0.1895125),
 'fear', (0.5772571),
 'joy', (0.0004272),
 'sadness', (0.2328032)",fear
439,antonio,va bene ciao,"Negative: 0.0004663%,
Neutral: 0.1988083%,
Positive: 0.8007255%",POSITIVE,"'anger', (0.0001465),
 'fear', (0.0002515),
 'joy', (0.9993265),
 'sadness', (0.0002755)",joy
441,antonio,quella ci sta una vecchia. ma non ancora funzionantecioè tutto regolaredue anni di vita tiene. ,"Negative: 0.7519621%,
Neutral: 0.1714505%,
Positive: 0.0765875%",NEGATIVE,"'anger', (0.0004120),
 'fear', (0.0010048),
 'joy', (0.0003943),
 'sadness', (0.9981889)",sadness
441,ciro,eh. che non sta funzionando adesso?,"Negative: 0.6907198%,
Neutral: 0.3083129%,
Positive: 0.0009673%",NEGATIVE,"'anger', (0.0227733),
 'fear', (0.0025777),
 'joy', (0.0002092),
 'sadness', (0.9744397)",sadness
441,antonio,eh va buono mo ti faccio parlare. poi vediamo un poco. ,"Negative: 0.0007661%,
Neutral: 0.1757140%,
Positive: 0.8235199%",POSITIVE,"'anger', (0.0001273),
 'fear', (0.0002186),
 'joy', (0.9994072),
 'sadness', (0.0002468)",joy
441,antonio,quella è un’altra quella,"Negative: 0.0026698%,
Neutral: 0.2507575%,
Positive: 0.7465727%",POSITIVE,"'anger', (0.0001501),
 'fear', (0.0001463),
 'joy', (0.9988660),
 'sadness', (0.0008377)",joy
441,ciro,va bene dai ,"Negative: 0.0011998%,
Neutral: 0.1150902%,
Positive: 0.8837100%",POSITIVE,"'anger', (0.0000961),
 'fear', (0.0003634),
 'joy', (0.9991376),
 'sadness', (0.0004030)",joy
445,a,"che cosa c’è, tutto a posto?","Negative: 0.0007354%,
Neutral: 0.2016340%,
Positive: 0.7976306%",POSITIVE,"'anger', (0.0008003),
 'fear', (0.0009790),
 'joy', (0.0003493),
 'sadness', (0.9978714)",sadness
445,c,"eh, tutto a posto, ieri andammo da quello là. ","Negative: 0.0005217%,
Neutral: 0.1375078%,
Positive: 0.8619705%",POSITIVE,"'anger', (0.0002700),
 'fear', (0.0006789),
 'joy', (0.0007205),
 'sadness', (0.9983307)",sadness
445,c,"oh, oh (rivolgendosi a biagio), no biagio nella macchiana non sentiva, sta con l’aria fresca","Negative: 0.0231428%,
Neutral: 0.1928229%,
Positive: 0.7840343%",POSITIVE,"'anger', (0.0774612),
 'fear', (0.0012449),
 'joy', (0.1937862),
 'sadness', (0.7275076)",sadness
445,b,uhè buonasera,"Negative: 0.0000882%,
Neutral: 0.0111240%,
Positive: 0.9887878%",POSITIVE,"'anger', (0.0001598),
 'fear', (0.0002104),
 'joy', (0.9993939),
 'sadness', (0.0002359)",joy
445,b,"eh, tutto a posto","Negative: 0.0006557%,
Neutral: 0.0649861%,
Positive: 0.9343582%",POSITIVE,"'anger', (0.0002585),
 'fear', (0.0069890),
 'joy', (0.0044816),
 'sadness', (0.9882709)",sadness
445,a,"e ci paga pure, va bene","Negative: 0.0010877%,
Neutral: 0.1018820%,
Positive: 0.8970302%",POSITIVE,"'anger', (0.9992362),
 'fear', (0.0003294),
 'joy', (0.0001044),
 'sadness', (0.0003299)",anger
445,b,"no, no,no. il fatto là c’è ancora, c’è sempre, però il discorso se andrà in porto. eh. io quello ho il problema che andrà in porto, l’importanza che andrà in porto, quando andrà in porto, il contratto stiamo a posto","Negative: 0.7926356%,
Neutral: 0.2045738%,
Positive: 0.0027906%",NEGATIVE,"'anger', (0.0010507),
 'fear', (0.0015852),
 'joy', (0.0003159),
 'sadness', (0.9970482)",sadness
445,a,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
445,a,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
445,b,va bene tutto a posto la bionda,"Negative: 0.0007848%,
Neutral: 0.0184796%,
Positive: 0.9807356%",POSITIVE,"'anger', (0.0001850),
 'fear', (0.0103318),
 'joy', (0.9856524),
 'sadness', (0.0038308)",joy
445,a,"eh, tutta a posto","Negative: 0.0009897%,
Neutral: 0.1486154%,
Positive: 0.8503949%",POSITIVE,"'anger', (0.0006016),
 'fear', (0.0244344),
 'joy', (0.2133957),
 'sadness', (0.7615684)",sadness
445,b,eh va bene,"Negative: 0.0015114%,
Neutral: 0.1929071%,
Positive: 0.8055815%",POSITIVE,"'anger', (0.0026114),
 'fear', (0.3445421),
 'joy', (0.0015037),
 'sadness', (0.6513429)",sadness
445,a,va bene ciao,"Negative: 0.0004663%,
Neutral: 0.1988083%,
Positive: 0.8007255%",POSITIVE,"'anger', (0.0001465),
 'fear', (0.0002515),
 'joy', (0.9993265),
 'sadness', (0.0002755)",joy
445,c,va bene ciao. ,"Negative: 0.0006161%,
Neutral: 0.1557332%,
Positive: 0.8436508%",POSITIVE,"'anger', (0.0001548),
 'fear', (0.0001898),
 'joy', (0.9993759),
 'sadness', (0.0002795)",joy
449,ciro, uè. e tengo la batteria scarica e si è spento. ,"Negative: 0.9873682%,
Neutral: 0.0120703%,
Positive: 0.0005615%",NEGATIVE,"'anger', (0.0001979),
 'fear', (0.0033026),
 'joy', (0.0011264),
 'sadness', (0.9953731)",sadness
449,antonio,se puoi passarci adesso è meglio. ,"Negative: 0.0035237%,
Neutral: 0.0411053%,
Positive: 0.9553710%",POSITIVE,"'anger', (0.0001481),
 'fear', (0.0001700),
 'joy', (0.9993661),
 'sadness', (0.0003159)",joy
449,antonio,va bene dai!,"Negative: 0.0003702%,
Neutral: 0.0107220%,
Positive: 0.9889079%",POSITIVE,"'anger', (0.0004691),
 'fear', (0.1325862),
 'joy', (0.8615736),
 'sadness', (0.0053711)",joy
451,a,ehva bene,"Negative: 0.0003805%,
Neutral: 0.0127697%,
Positive: 0.9868498%",POSITIVE,"'anger', (0.0003083),
 'fear', (0.0138410),
 'joy', (0.0054025),
 'sadness', (0.9804482)",sadness
451,a,"e va bene, speriamo che all’ospedale si risolve tutto bene","Negative: 0.0001082%,
Neutral: 0.0063475%,
Positive: 0.9935443%",POSITIVE,"'anger', (0.0002360),
 'fear', (0.0039839),
 'joy', (0.0005772),
 'sadness', (0.9952029)",sadness
451,l,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
452,c,ahti volevo chiedere una cosa. ma quel fatto là non è passato,"Negative: 0.6339921%,
Neutral: 0.3647630%,
Positive: 0.0012449%",NEGATIVE,"'anger', (0.0005309),
 'fear', (0.0005326),
 'joy', (0.0004743),
 'sadness', (0.9984622)",sadness
452,a,no carla. io. non è checon antonio. ha detto ,"Negative: 0.7153439%,
Neutral: 0.2826684%,
Positive: 0.0019878%",NEGATIVE,"'anger', (0.0001021),
 'fear', (0.0001456),
 'joy', (0.9989981),
 'sadness', (0.0007541)",joy
452,a,che tu potevi risolvere. se tu puoi risolvere. non ce problema per tornarla indietro,"Negative: 0.2805634%,
Neutral: 0.2188106%,
Positive: 0.5006260%",POSITIVE,"'anger', (0.8044970),
 'fear', (0.0028889),
 'joy', (0.0001716),
 'sadness', (0.1924424)",anger
452,c,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
452,a,"e tu non ti preoccupare comunque a piedi puoi stare per un giorno, due giorni","Negative: 0.0021167%,
Neutral: 0.1327820%,
Positive: 0.8651012%",POSITIVE,"'anger', (0.0097911),
 'fear', (0.9589890),
 'joy', (0.0005455),
 'sadness', (0.0306745)",fear
452,c,"no, no quello non è per me, perchè adesso iniziavano le scuole, perciò ho detto mamma che botta mi avete dato","Negative: 0.5744823%,
Neutral: 0.4233382%,
Positive: 0.0021795%",NEGATIVE,"'anger', (0.0901494),
 'fear', (0.0032184),
 'joy', (0.0001994),
 'sadness', (0.9064328)",sadness
452,a,"eh scusa, quello fa l’assegno malamente che","Negative: 0.8689466%,
Neutral: 0.1303715%,
Positive: 0.0006819%",NEGATIVE,"'anger', (0.9993704),
 'fear', (0.0001910),
 'joy', (0.0001218),
 'sadness', (0.0003169)",anger
452,a,ehma quello ti vuole bene,"Negative: 0.0002780%,
Neutral: 0.0443300%,
Positive: 0.9553919%",POSITIVE,"'anger', (0.0001345),
 'fear', (0.0002176),
 'joy', (0.9993926),
 'sadness', (0.0002553)",joy
452,a,"eh èva bene dai, non preoccuparti ci sentiamo domani dai","Negative: 0.0005509%,
Neutral: 0.0768340%,
Positive: 0.9226151%",POSITIVE,"'anger', (0.0003186),
 'fear', (0.9939668),
 'joy', (0.0026632),
 'sadness', (0.0030514)",fear
452,c,va bene,"Negative: 0.0003633%,
Neutral: 0.0579390%,
Positive: 0.9416977%",POSITIVE,"'anger', (0.0009033),
 'fear', (0.9911277),
 'joy', (0.0024949),
 'sadness', (0.0054742)",fear
453,al,ahaà. va bene. ,"Negative: 0.0004572%,
Neutral: 0.0092947%,
Positive: 0.9902481%",POSITIVE,"'anger', (0.0000726),
 'fear', (0.0004007),
 'joy', (0.9929743),
 'sadness', (0.0065525)",joy
454,al,no ci sta carla con la macchina dietro ,"Negative: 0.7328682%,
Neutral: 0.2602176%,
Positive: 0.0069141%",NEGATIVE,"'anger', (0.9222754),
 'fear', (0.0240185),
 'joy', (0.0001244),
 'sadness', (0.0535818)",anger
454,al,va bene.   ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
455,al,adesso sto arrivando qua. li sto accompagnando. ,"Negative: 0.0007454%,
Neutral: 0.3774274%,
Positive: 0.6218273%",POSITIVE,"'anger', (0.0001574),
 'fear', (0.0001569),
 'joy', (0.9970008),
 'sadness', (0.0026848)",joy
455,an,va bene.   ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
456,a,dolfo. (graziano rodolfo). si va a fare la camminata dell’amore. (ridono) .   ,"Negative: 0.0004509%,
Neutral: 0.1941439%,
Positive: 0.8054053%",POSITIVE,"'anger', (0.0001267),
 'fear', (0.0003635),
 'joy', (0.9847360),
 'sadness', (0.0147739)",joy
456,a,ma vai per dove vuoiqua è più facile che possiamo incincincontrare a qualcuno. ,"Negative: 0.0009310%,
Neutral: 0.0512862%,
Positive: 0.9477828%",POSITIVE,"'anger', (0.0004895),
 'fear', (0.0011118),
 'joy', (0.0440222),
 'sadness', (0.9543765)",sadness
456,p,cosa ne so. dove cazzo sta qua. ,"Negative: 0.6925074%,
Neutral: 0.2999694%,
Positive: 0.0075231%",NEGATIVE,"'anger', (0.9990995),
 'fear', (0.0001234),
 'joy', (0.0001786),
 'sadness', (0.0005986)",anger
456,p,"succede una cosa all’improvviso, acchiappa dietro. butta le mani, piglia, tira ","Negative: 0.7093550%,
Neutral: 0.2892479%,
Positive: 0.0013971%",NEGATIVE,"'anger', (0.0000742),
 'fear', (0.0010213),
 'joy', (0.9976329),
 'sadness', (0.0012715)",joy
456,p,nose lo sapevo gliela davo la chiave a felice. (elettrauto) ,"Negative: 0.0016809%,
Neutral: 0.0756145%,
Positive: 0.9227046%",POSITIVE,"'anger', (0.0001892),
 'fear', (0.0003371),
 'joy', (0.9986207),
 'sadness', (0.0008530)",joy
457,r,ti devo dire una cosa. ho dovuto parlareperché quello non ci stava. ,"Negative: 0.9191167%,
Neutral: 0.0803542%,
Positive: 0.0005291%",NEGATIVE,"'anger', (0.0008099),
 'fear', (0.0003785),
 'joy', (0.0004421),
 'sadness', (0.9983694)",sadness
457,r,no. no. su questo. quello è preciso!!,"Negative: 0.0036411%,
Neutral: 0.0291311%,
Positive: 0.9672278%",POSITIVE,"'anger', (0.0004051),
 'fear', (0.0002174),
 'joy', (0.9989992),
 'sadness', (0.0003784)",joy
457,r,non sia mai la madonna,"Negative: 0.0657730%,
Neutral: 0.3691566%,
Positive: 0.5650704%",POSITIVE,"'anger', (0.9989858),
 'fear', (0.0003470),
 'joy', (0.0000723),
 'sadness', (0.0005950)",anger
457,p,la sta tutto a postoehè. ,"Negative: 0.0005895%,
Neutral: 0.0367687%,
Positive: 0.9626418%",POSITIVE,"'anger', (0.0002693),
 'fear', (0.0009590),
 'joy', (0.0395327),
 'sadness', (0.9592389)",sadness
457,p,ho sbagliato a capire. io. allora,"Negative: 0.9186440%,
Neutral: 0.0810221%,
Positive: 0.0003339%",NEGATIVE,"'anger', (0.9947374),
 'fear', (0.0006073),
 'joy', (0.0000680),
 'sadness', (0.0045872)",anger
457,r,mannaggia la miseria. ,"Negative: 0.6418703%,
Neutral: 0.3540904%,
Positive: 0.0040394%",NEGATIVE,"'anger', (0.9737142),
 'fear', (0.0003318),
 'joy', (0.0002216),
 'sadness', (0.0257325)",anger
457,p,no. no. non lo sapeva. hai capito?non lo sapeva!!,"Negative: 0.9486420%,
Neutral: 0.0495969%,
Positive: 0.0017611%",NEGATIVE,"'anger', (0.9992462),
 'fear', (0.0002578),
 'joy', (0.0001338),
 'sadness', (0.0003622)",anger
457,p,il significato che questo mi è,"Negative: 0.0006866%,
Neutral: 0.0243296%,
Positive: 0.9749839%",POSITIVE,"'anger', (0.0001504),
 'fear', (0.0002036),
 'joy', (0.9993418),
 'sadness', (0.0003042)",joy
457,p,ma come me lo dicesti tu. a me. così mi è sembrato il significatoio pensavo che avevi detto,"Negative: 0.0036773%,
Neutral: 0.4571821%,
Positive: 0.5391406%",POSITIVE,"'anger', (0.0001086),
 'fear', (0.0004270),
 'joy', (0.9966156),
 'sadness', (0.0028488)",joy
457,p,ehè. va bene. ,"Negative: 0.0005436%,
Neutral: 0.0246221%,
Positive: 0.9748344%",POSITIVE,"'anger', (0.0001867),
 'fear', (0.0012570),
 'joy', (0.8502641),
 'sadness', (0.1482922)",joy
457,p,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
457,p,no. no. no. subito glielo dico. sbagliato non ho capito raffaele. io invece ho capito!!,"Negative: 0.9956884%,
Neutral: 0.0040140%,
Positive: 0.0002975%",NEGATIVE,"'anger', (0.9991836),
 'fear', (0.0002901),
 'joy', (0.0001339),
 'sadness', (0.0003924)",anger
457,p,questo mi è sembrato. ,"Negative: 0.0016736%,
Neutral: 0.0384102%,
Positive: 0.9599161%",POSITIVE,"'anger', (0.0003056),
 'fear', (0.0001920),
 'joy', (0.9761122),
 'sadness', (0.0233902)",joy
457,p,sopra al balconela finestra qua. per dietro qua. per dietro al muro. alzano la persiana ed entrano dentrose entra un’altra volta così lo butto dal balcone,"Negative: 0.7618065%,
Neutral: 0.2344035%,
Positive: 0.0037900%",NEGATIVE,"'anger', (0.1708851),
 'fear', (0.1088211),
 'joy', (0.0011056),
 'sadness', (0.7191881)",sadness
457,r,mannaggia la miseria. ,"Negative: 0.6418703%,
Neutral: 0.3540904%,
Positive: 0.0040394%",NEGATIVE,"'anger', (0.9737142),
 'fear', (0.0003318),
 'joy', (0.0002216),
 'sadness', (0.0257325)",anger
