tweet_text,sentiment
@AndreaMaz83 @realvarriale @sscnapoli @kkoulibaly26 Infatti il tuo tw Ã¨ di 15 gg fa... scusa nn avevo visto... ridicolo,negative
@giuntacalcio @bonucci_leo19 @dick_schoenbrod @bonucci_leo19 ????...altra figura di MERDA??..che piccolo personaggio sei!???!.??..sei un gobbo del cazzo...piccolo ometto,negative
@niccov84 @MedhiBenatia Parli dei caffÃ¨ di herrera e delle telefonate di Facchetti? Sentile su YouTube e fatti schifo,negative
@Cristiano sei una merda non un uomo,negative
"Che finaccia hahahahah GODO COME UN PORCELLETTO, TI HANNO PURE BLOCCATO HAHAHAHAHAH @paulpogba",negative
@douglascosta sei un razzista...saluti da cristiano ronaldo merde!!!,negative
"@Kataklinsmann @J21Calleti Il simulatore che dice a Skriniar che si Ã¨ buttato.
Patetico",negative
"@juventusfces @HollandGaeth @bonucci_leo19 Mi fa incazzare che ti stimo quanto prima di andare al Milan... vabbÃ© Sei ""quasi"" perdonato...",negative
"Se il matador @ECavaniOfficial ritorna e #Napoli e alla presentazione non vi presentate con 80mila magliette originali del Napoli siete la sfaccimma della gente!! 

@ADeLaurentiis 

@MrAncelotti 

@sscnapoli",negative
"@ChryTheking @AlvaroMorata Ma su Twitter dicevano fosse scarso, strano",negative
@juventusfc @douglascosta @Cristiano Non ho visto il 1 gol annullato ....ma sul secondo c'era fallo ma il giocatore ha continuato a giocare come se nulla fosse  e poi ha sbagliato il passaggio ...,negative
"@ArenaRosario @juventusfc @Cristiano RosÃ  io spero vivamente che ci vada alla fine, altrimenti da questa figura di merda (ennesima) non si riprenderanno mai piÃº",negative
"@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain Caro beota, Dybala neanche ha giocato, Higuain ha giocato mezza partita, di quale delusione parli!!!",negative
"@kkoulibaly26 Ti chiedo perdono a nome degli interisti, ed in generale dei tifosi di calcio. A parte gli idioti, tutto il resto, Ã¨ con  te! Tieni duro, questo paese incivile, migliorerÃ ",negative
@Miralem_Pjanic @juventusfc Ridicolo,negative
"@s_tamburini @Cristiano @simeoli1972 @andreasini78 @RadioRossonera @valerio_berruti @EnzoBucchioni @pisto_gol @LucaColantoni @PCagnan @dondiegotheone Come diceva l'adagio ? Un bel tacer non fu mai scritto....ecco... purtroppo oggi il vostro mestiere Ã© nobilitato da una minoranza intellettualmente onesta, ma deturpato da tanti, troppi falsi maestri che spesso scrivono la prima cosa che viene loro in mente. Per questo ti stimo.",negative
@Adri_7UVE @InNomeDellaJ @acovino70 @realvarriale @HKane #FinoAlConfine Ã¨ un dato di fatto! Ogni anno la rube parte con +6 e con errori arbitrali a parte. Secondo me il #kk90 ancora ve lo sentite dietro le spalle,negative
"Nemmeno a football manager ti fanno comprare Cristiano. E invece loro... (la foto non so di chi sia!)#cr7juventus @juventusfc 
@Cristiano https://t.co/faOrpnI8zz",negative
"@OfficialRadja deluso dalla non convocazione, ecco comÂÃ¨ andata fra lui ed il commissario tecnico Martinez.. Su @AgentiAnonimi 

https://t.co/WL0EIOQJkK",negative
@juventusfc @G_Higuain Sprecato al Milan!!! torna da noi!,negative
A @Cuadrado sta roba della schiuma Ã© scappata di mano...?? #JuveVerona #MY7H,negative
MA SEI RITARDATO? @Cristiano,negative
"@AntonellaCica @LucaGiord74 @juventusfc @Cristiano Meglio evitare, ho scritto pure che Ã¨ brutto.",negative
Un giocatore di merda @OfficialRadja poteva scegliere solo una squadra di merda @Inter https://t.co/oUZcMxXqv4,negative
@gadlernertweet @Inter non puoi accettare questi odiosi personaggi non tifosi ma schifosi odiatori con @kkoulibaly26 . forza ??? no al #razzismo,negative
@mauryvideo @arcidiacono6 @MarcelloChirico @paulpogba A me sembra un casino mai visto... che senso ha avuto prendere cr7 se poi dovremo smontare la squadra per poi adeguarla con quello che si riuscira a prendere sul mercato e temo che i marcelo  pogba godin non siano prendibili come con cr7,negative
"@kkoulibaly26 Da interista ti chiedo scusa per tutti i ÂtifosiÂ che hanno urlato cori razzisti nei tuoi confronti , purtroppo ci sono ancora ÂpersoneÂ che discriminano.  Continua cosÃ¬, sei un gran giocatore.??",negative
@sscmertens @dries_mertens14 AHAHAHAHAHAHAHAH NO VABBÃ STO MORENDO,negative
"Stai cercando di insultare questo campionato. e dire ai vostri compagni di squadra Portogallo non a questo campionato. Sei troppo debole per questo campionato e anche tu sei cosÃ¬ debole per essere un giocatore di calcio @joaome17 ""!'!",negative
"Povero @D_DeGea, dice @matteofontanone che ci somiglia pure a @LorisKarius, io non son dÂaccordo https://t.co/jdaVGRbN3a",negative
@Cikky80 @Sunblood83 @ECavaniOfficial Onestamente si...con quella squadra devi puntare alla #Champions e si puÃ² anche perdere purtroppo ma in #campionato Ã¨ ancora piÃ¹ avanti !ma il mercato non Ã¨ finito! Le valutazioni alla fine.magari ora vendono. O le altre rispondono...,negative
"@kkoulibaly26 Kalidou, da tuo grande tifoso e da campano ti dico: appena puoi lascia l'Italia e vai in campionati piÃ¹ degni. Questo paese malato, incivile e razzista non ti merita.
#ForzaNapoliSempre 
#Koulibaly 
#DifendoLaCittÃ ",negative
"@kkoulibaly26 Caro #Koulibaly la tua ammonizione e successiva espulsione NON c'entra nulla con i Buuuuu di 4 ultrÃ ..... hai solo interrotto un contropiede (fallo tattico.... anche se NON violento).... pensa tu mi stai anche simpatico (per il tuo gol alla juve dei brogli), ma quale razzismo ?!",negative
"@kkoulibaly26 Chi ama il calcio sa quanto sei forte e non pensa al colore della pelle, nÃ¨ al colore della maglia. Chi ti ha insultato Ã¨ feccia.",negative
@finallybarbos @Cristiano anche perchÃ© se sbaglio a 'sto giro mi ammazzo,negative
"@peppecultrera @augustociardi @OfficialRadja Tanta roba. Ma Ã¨ un delitto non fidarsi di Monchi e Di Francesco, che in un solo anno hanno giÃ  fatto un pezzo di storia. Quanto al prezzo, lo fa SEMPRE il mercato e non vedo una sola ragione per sottodimensionare il suo cartellino (specie da parte di Monchi). Non c'era la fila",negative
"@leonsfdo Cifra ridicola. Teniamoci stretto @Alissonbecker . Non chiedo tanto, almeno un altro anno https://t.co/uT21QyC3A8",negative
@OfficialASRoma @sscnapoli @kkoulibaly26 PerÃ² dei famigliari della vittima no! Siete sempre piÃ¹ ridicoli e meschini! Vi schifo!,negative
"@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain Lei Ã¨ veramente fastidioso Varriale..fa ragionamenti da bimbo delle elementari ed in piÃ¹ offende i tifosi, cosa che un giornalista del servizio pubblico (in teoria super partes) non dovrebbe fare.
Buona giornata!",negative
@RobertoSavino10 @MarioMandzukic9 Ho 63 anni tifo Juve da sempre e mi Ã¨ sempre stato bene tutto. Ma se toccano Mario e ce lo vendono mi incazzo e non Ã¨ bello fare incazzare una signora come me,negative
@realvarriale @gallobelotti Nessuno come lei riesce a cavalcare lÂonda del ridicolo.,negative
Dopo le varie critiche e porcate che hai detto su @Cristiano sei contento del suo arrivo caro @ClaudioZuliani ????,negative
@OfficialAllegri ha rotto talmente le palle con sta ALMA che il povero @G_Higuain ha deciso di darlo come nome alla sua piccolina.,negative
Comunque riassunto di questi giorni NESSUNO CREDE NELLE POTENZIALITÃ DI @arekmilik9 Mha....,negative
@CucchiRiccardo ma che va a fare? la panchina di @MarioMandzukic9 ? Sconcerti docet... detto ciÃ² credo che l'unica squadra dove sarebbe potuto andare in Italia @Cristiano sarebbe stato l'@acmilan ... ma hanno pensato bene di distruggerla.,negative
@EnzoQuareEQ7 @equipedefrance PerÃ² un centrocampo Kante-Matuidi-Pogba schifo schifo no,negative
"@Mascherano Tu sei il cancro dell'argentina
FinchÃ© giocherai tu non vincerete mai nulla.",negative
"@OfficialRadja Ciao, vengo dal Brasile, sono molto un tuo fan e sono triste che tu non sia nella coppa del mondo.",negative
"@bandaroja25mayo @OfficialRadja Sicuramente Roma(cittÃ ) lÂha nutrito di un latte avvelenato che lui ha bevuto volentieri. Anche a Cagliari qualche casino lo combinava,e pure lÃ  non era circondato benissimo",negative
"@PianetaMilan @suso30oficial @J21Calleti @acmilan All estero. E basta con questo 4-3-3 con le ali che fanno i Terzini.
Vedere il milan giocare fa veramente schifo.",negative
"@SpudFNVPN Ma @marcoasensio10 non sarebbe un grandissimo acquisto x questo Napoli????
Giovane e fuoriclasse...",negative
"AhimÃ¨,il Matador non arriverÃ .. operazione troppo complessa smentita dal fratello/agente di @ECavaniOfficial un sogno per milioni di tifosi napoletani nel mondo che purtroppo non si avvererÃ ... Il Napoli affronterÃ  la @SerieA_ 2018 senza acquistare #TopPlayer #ForzaNapoliSempre https://t.co/hnzNQP5f81",negative
"@mattoxMig @KevzRose Delle maglie da gioco, soprattutto quella dei portieri, con disegnati gli animali e i loro outfit me ne vergogno  quasi.
Anche quando la squadra ha una trasferta, Ã¨ l'unico club che li obbliga ad andare in tuta e non con un abbigliamento dignitoso. ?",negative
"@AlexCupioli @realvarriale @francescoceccot @StefanoDiscreti @kkoulibaly26 @sscnapoli @Lor_Insigne Lascia stare tempo perso.
Questi piangono da un a vita per giustificare i fallimenti. 
Intanto ancelotti ha fatto peggio dello scorso anno e nessuno ne parla.
Perdenti Dentro",negative
@juventusfc @Cuadrado Purtroppo Ã¨ andata male anche per le scelte sconsiderate del Mister. Allegri questa partita l'avrebbe pareggiata.,negative
"@Vin70351725 @ImmaEvan @kkoulibaly26 Cazzo c'entra salutate la  capolista sotto questo post. Non ci sta nulla da fsre,siete sempre ridicoli ma l'intelligenza e la sensibilitÃ   non la puoi comprare. Ciap, visto che ci tieni tanto ad essere salutato.",negative
@papavero_rosso @GHapix @Carloalvino @kkoulibaly26 @Lor_Insigne Non hai argomenti e offendi avevo ragione capra ignorante,negative
@MannarinoSimone @OfficialRadja Oh l anno mandato via la societÃ  ancora?ma che cazzo doveva fa,negative
@Gazzetta_it sempre piÃ¹ un giornale di merda. Niente su quella merda come voi di @douglascosta,negative
"Da tempo ho ormai capito che i giocatori vanno e vengono, solo la Roma resta. Il Presidente aveva ragione. 
Sono In ogni caso 2 giorni che piango ogni volta che vedo un video o una foto  @OfficialRadja.  #maiunagioia",negative
@kkoulibaly26 Io non seguo il calcio per niente ma ricorda che la mamma degli imbecilli Ã¨ sempre incinta (riferito a chi ti ha insultato). Vergognoso che non si sia fermata la partita. Per colpa di un gruppo di RAZZISTI. In un periodo dove esistono anche le telecamere con riconoscimento (1/2),negative
"@Gio_Delfi @MauroIcardi Dove eravate tutti quanti 2 mesi fa quando i tifosi della Juve hanno fatto la stessa cosa, non se n'Ã¨ parlato niente ed Ã¨ successo lo stesso insulti razzisti a Koulibali. Il giorno perchÃ© i giocatori della juve non hanno interrotto la partita? https://t.co/1m7tYNfFyK",negative
@soniasorrent @kkoulibaly26 @sscnapoli @sruotolo1 @pisto_gol @s_tamburini @sarrismofficial @pappaianni @leleadani @BorisSollazzo @zazzatweet @MrAncelotti Peccato che la realtÃ  dei napoletani sia ipocrita e bugiarda!E quando offendevano Benatia e Matuidi nessuno si Ã¨ indignato! ? https://t.co/yrsYtGWb3H,negative
@egfm_grieco @ferraralfonso @kkoulibaly26 @NapoliOutsider Giusto. Si deve sospendere la partita. Ã inaccettabile nn farlo. Basta.,negative
"@kkoulibaly26 Mi vergogno per loro. Bravo ragazzo. Ti stimo come uomo prima che calciatore. Gli italiani veri sanno essere solidali, no razzisti.",negative
"Se Pallotta vende @Alissonbecker   per ? milioni, prevedo un altro tuffo da fucking idiot in arrivo!
#ASRoma",negative
@OfficialRadja @OrangeBENL @OrangeBEFR Radja ma dove cazzo vai??? Resta qui per te e per noi... contro tutto e tutti.,negative
"@kkoulibaly26 Sono interista, per me le persone sono tutte uguali, non ci sono differenze.
Non chiedo scusa perchÃ© io quelle offese non le avrei mai fatte. E quei tifosi fanno schifo.
Sei un grande giocatore.",negative
"@realwarriale @Cristiano @SassuoloUS @Udinese_1896 @Atalanta_BC Dottore Ã¨ vergognoso come queste squadre si mettano a squadra, c'Ã¨ squalcosa che non squadra !!! Per non parlare di @sampdoria e @ACChievoVerona che lottano alla morte contro il dominio duosiciliano e poi si stendono e si stenderanno come zerbini ai sabaudi...",negative
@OfficialRadja unÂaltro errore fatto... prima quando sei andato alla Roma ora invece che sei andato allÂInter... arriverai in Champions e uscirai al primo turno...,negative
"@Inter @MauroIcardi Ok la qualitÃ  del gioco, siamo a metÃ  luglio.....ma la qualitÃ  dello Streaming???? Io la vedevo tipo a 144p! Successo solo a me?",negative
@SkySport @Cristiano @AAlciato @juventusfc Cazzo! Coglione io che ho disdettato....,negative
@OfficialASRoma @MoSalah @Totti Peccato che il pelato non lo facesse giocare....,negative
"@kkoulibaly26 Bravo KK, purtroppo la mamma degli imbecilli Ã¨ sempre gravida..",negative
"Comunque regÃ  #serio Ã¨ l'unica cosa che riesco a chiedere a chi si sta strappando i capelli per la cessione di @OfficialRadja rispetto per il calciatore, ma la @OfficialASRoma resta nonostante #tutto e #tutti ho visto smette #conti #dibartolomei #giannini e #totti #ForzaRoma",negative
"@RonnyBandiera @Inter @HKane @ChrisEriksen8 @SpursOfficial @FCBarcelona Io tranne quest' estate li ho insultati a valanga, ma quest'anno gli hanno consegnata una rosa a Spalletti come la voleva lui, su misura, non si possono dire che non lo hanno accontentato",negative
"9 SETTEMBRE 2006 Rimini-Juventus 1-1 #serieB 
__
10 LUGLIO 2018 @Cristiano alla @juventusfc 
--
12 anni dopo dall'inferno al tetto del mondo. E non mi accontento. Per quelli che hanno goduto, io voglio ora godere il doppio ancora di piÃ¹. Sempre di piÃ¹.",negative
@F_Andersoon allora fai quel cazzo che vuoi! Ma che razza di giocatore abbiamo ceduto! @OfficialSSLazio la peggior vendita di sempre. Solo uno come Inzaghi poteva lasciare uno cosÃ¬ in panchina. Operazione suicida.,negative
"@GaddoniGaddo @ARCHITRAVE77 @Raffaele_NA @realvarriale @Cristiano Ma da dove cazzo sei uscito. Sei spaventosamente imbecille
 Cristo!!!",negative
"@Mirko799 @LucaFioretti13 @spano81 @Cristiano Io fossi in te farei meno il simpatico..inoltre,il fatto che voi sappiate di questa trattativa solo da 4 giorni...non vuol dire che sia stata fatta in tre giorni quindi taci...e aspetta...",negative
"@AS_Monaco @kamilglik25 Sono tristissima, un altro pezzo di Toro che se ne va via",negative
@Ale_Il_Cica @Axel_Kivy @DiMarzio @realmadrid @juventusfc @Cristiano La parola odio e sport non vanno d'accordo ... ma purtroppo questa Ã¨ la societÃ  moderna in cui i sani valori dello sport non esistono piÃ¹...e vale per tutti i tifosi di qualsiasi colore non lo si vive piÃ¹ come un gioco,negative
"@realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Ã sempre colpa degli altri eh? Designazione assurda! La prossima a volta il nome dell'arbitro lo deciderÃ  DeLamentis,i falli saranno solo a Vs favore, potrete applaudire l'arbitro e solo con i vostri tifosi in casa e fuori, cosÃ¬ magari la smettere te di piangere!",negative
"@Juve36Forza @marko_pjaca20 @juventusfc Pienamente d'accordo, oltretutto non capisco perchÃ© questo giocatore debba essere ceduto proprio adesso",negative
"@antifabiozeta @kkoulibaly26 Ero allo stadio, ho sperato che li richiamasse. Sarebbe stato pazzesco e me ne sarei fottuto del risultato. Invece,  la prossima volta...",negative
"A

C
A
S
A

B
U
F
F
O
N
E
!!!

BUFFONE!
BUFFONE!!
BUFFONE!!!

@neymarjr #MondialiMediaset #Mondiali2018 #Mondiali #BRABEL #BrasileBelgio #WorldCup",negative
@bonucci_leo19 Ma stai zitto che fai piÃ¹ bella figura   ...capitano rossonero...ma vergognati pagliaccio,negative
@TimoeB08 @TheMilanBible Porca puttana come mi gasa,negative
"@Marghi90 @douglascosta Ti ho giÃ  risposto. Se sei sveglio leggi e capisci... 
(ma ovviamente sei un ritardato) ne dubito... Ho giÃ  perso troppo tempo con te. Non nevale nemmeno la pena. Mi provochi stitichezza ciÃ  lota",negative
@annatrieste @sscnapoli @Cristiano @mattinodinapoli Ancora?? 1- cr7 non vi pensa 2- nemmeno noi . EÂ che nn vi sopportiamo PiÃ¹ ! Semplice . Come nn spingere gli articoli veh ?,negative
"Cmq, la cosa che mi dispiace di piÃ¹ di @Cristiano alla @juventusfc Ã¨ che il mio amore per lui si trasformerÃ  in odio.",negative
@lalasan78 @G_Higuain Manca chi si inventi qualcosa oltre alla precisione nei passaggi. Delusione,negative
"@G_Higuain Sei l'essere piÃ¹ infame e inutile che abbia mai visto nel calcio. Spero sempre il quel benedetto crack, perchÃ© Ã¨ quello che ti meriti. Dio mio e quanto mi fai schifo",negative
@picchiodibrutto @LuKezlaH @ArenaRosario @SStefano93 @Bubu_Inter @MatthewSword2 @Mark12355 Sono sempre piÃ¹ schifato dall'atteggiamento di @MauroIcardi,negative
"@PBPcalcio @Aubameyang7 non riesco a supportarti, ogni volta che leggo quel nome a fianco dei Gunners mi scende la lacrima...",negative
@kkoulibaly26 @niwaohm lascia stare questi stronzi (non dico altro per non essere troppo volgare).Da romanista e da tifoso moderato e sportivo mi vergogno  per quello che Ã¨ successo.Ti sono vicino ?,negative
"Strunz, ora chiedete scusa a #Milik! Grande @arekmilik9, non ti curar degli idioti e continua cosÃ¬ con sempre piÃ¹ cattiveria! ???? #CagliariNapoli 0-1 #ForzaNapoliSempre",negative
"@Pippoevai @pisto_gol Fino a ieri era il migliore, oggi il peggiore. Gli Ã¨ bastato solo interloquire con la @juventusfc e @andagn per essere catalogato come tale, ancora prima di chiudere per @Cristiano AnzichÃ© celebrare il grande colpo di mercato qualcuno preferirebbe cominciare a distruggere",negative
"Gentaglia che ebbe il coraggio di festeggiare mentre intorno c'erano 39 morti stesi a terra..
Questi sono. 
E @douglascosta Ã¨ il degno maiale di questo calcio diventato un porcile. https://t.co/xbi4qxWORF",negative
"@realvarriale @PauDybala_JR @G_Higuain Giornalista della TV di stato, che offende milioni di Juventini, chiamandoli beoti? Ringrazi i beoti se ha uno stipendio,  costretti a pagare la bolletta dell'Enel, e con essa il canone... Si vergogni.",negative
"@GianninoF12 @Cuadrado Se Ã¨ una cavolaia lÂhanno montata bene,ne parlano in tutto il mondo,detto questo mi sembra molto molto difficile",negative
"@BalalaikaIT se a @neymarjr gli ha fatto tutto sto male, figuriamoci il guardalinee... aveva tutto il peso sulla punta del piede! O il guardalinee Ã¨ un eroe ÂinsensibileÂ o @neymarjr Ã¨ un buffone fighetta ridicolo pagliaccio. Peggio di Pepe e Ramos messi insieme!",negative
@kkoulibaly26 I veri sconfitti sono gli urlatori di questa pessima pagina Italiana #Koulibaly #Napoli #uomo,negative
@realvarriale Ma un deludentissimo @dries_mertens14 no?! Pure Capello ha sottolineato la figuraccia del tuo Ciro.,negative
@b0r150n3 @OfficialRadja @OfficialASRoma @leonsfdo Comunque noi stiamo peggio de voi leggo giÃ  gente che caca il cazzo per Radja e Devrj,negative
@Antorco66 @realvarriale @StefanoDiscreti @kkoulibaly26 @sscnapoli @Lor_Insigne Secondo me non dovrebbe esser consentito cambiare squadra in corso di stagione nemmeno ai dirigenti. Arriva marotta e subito designano mazzoleni che orienta la partita consentendo al pubblico di urlare quello che vuole! Per me Ã¨ colpa di Cavour.,negative
@Rafinha @CostaduraSalva1 Ti aspettiamo allÂInter porca puttana!!!!!,negative
"@liviovarriale @ADeLaurentiis @MrAncelotti @AlvaroMorata No no, #Morata ci sta sulle palle qua e non Ã¨ nemmeno questo gran che.",negative
@bonucci_leo19 ...che povero gobbo.... volevate arrivare secondi perdendo volutamente ieri sera cosÃ¬ da non incontrare il Liverpool... ma il Manchester Utd ve l'ha messo in culo... un'altra finale persa vi aspetta... MERDE https://t.co/nquwIeiyLi,negative
Mi sono sfondato il ginocchio @OfficialRadja... non me dÃ  il colpo di grazia: soÂ depresso giÃ  de mio... Dije de no!!!,negative
"Ma @Cristiano arriverÃ ? @juventusfc quanto stress, sto leggendo notizie tutti i giorni da 1 settimana e niente. Ovviamente se Ã¨ veritÃ  non vendete ne a @PauDybala_JR nemmeno @Miralem_Pjanic per piacere vi prego. Facciamo una squadra forte per @ChampionsLeague",negative
@Miralem_Pjanic @juventusfc il problema Ã¨ che non sei in forma per nulla...,negative
"@MauroIcardi  
sono certi che lascerai l Inter...e a dirlo sono quelli che non amano l Inter..
con questi rinforzi hanno ancor piuÂ paura di te! 
x questo ti vogliono altrove.
Mucha mierda y buena suerte para todo!",negative
@kkoulibaly26 Purtroppo il calcio non Ã¨ vissuto nel modo giusto e la mancanza di rispetto denota la profonda ignoranza di un numero rilevante di persone che frequentano gli stadi. CiÃ² che conta prima di qualsiasi risultato Ã© lÂessere un Uomo vero ?,negative
@Meggyorgoglio @G_Higuain Soldi buttati tanto questo se ne va come quella merda merducci,negative
#FRACRO. A Mediaset stanno rapidamente assegnando il Pallone dÂOro a MbappÃ¨ o Modric. Hai visto mai che lo ridiano a @Cristiano,negative
Voglio rassicurare i giornalisti o presunti tali che sono eccitati per lÂarrivo di @Cristiano. FinchÃ© non torna il Milan la serie A farÃ  sempre cagare,negative
"@celihaicieliblu @MeGelano @Grassi81 @enzo_conte79 @pellegrino435 @BorisSollazzo @1ce465cc0bf1473 @sscnapoli @simoneverdioff @G_Higuain i cattivi sono ovunque sicuramente, perÃ² io i cattivi ovunque li schifo, non faccio finta che non esistano. E comunque purtroppo Ã¨ un dato di fatto che i rifiuti tossici siano un affare in mano alla camorra. E la Camorra non Ã¨ nata in Trentino , ma non Ã¨ detto che non ci arrivi",negative
"@Nikopaoloni @apachee56 @luc4r3su @Alissonbecker Manolas andava allo Zenith cazzo, a Dzeko non facevano un contratto pluriennale se non ricordo male, Florenzi a 5 giusto al S.M. della PietÃ .
Alla fine per te sta bene cosÃ¬, per me Ã¨ un dispiacere.
Mo che famo?",negative
"@Inter @FCBarcelona lo sappiamo che il mercato non funziona cosÃ¬ e possiamo accettare tutti i suoi spiacevoli meccanismi. Ma Ã¨ crudele separare giocatori e tifosi quando ci si ama cosÃ¬ tanto come nel caso di @Rafinha.
Ormai Ã¨ questione di principio e di rispetto per chi vi segue.",negative
"@realvarriale @JSeMeNeVanto @Francia @neymarjr @dries_mertens14 @douglascosta Ha detto che Dybala era stato deludente nonostante fosse in panchina, per Mertens due pesi e due misure?",negative
@OfficialASRoma @OfficialRadja Ok solo la maglia ok solo la Roma perÃ² Questa cessione Ã¨ stata davvero dolorosa forse caro @leonsfdo questa delusione potevi evitarcela... All Inter poi....,negative
@jeschiralli @Rafinha Oggi sentivo che si fa sempre piÃ¹ difficile purtroppo,negative
@polibius1 @OfficialSSLazio @ciroimmobile Inoltre a completamento di quanto ho scritto (e non sono un allenatore) il nostro caro SIMONE sta sbagliando. Continua ad utilizzare un modulo davvero pericoloso per il tipo di difensori che abbiamo.E impiega alcuni giocatori fuori ruolo,negative
@matteoduranti10 @DaniAlvesD2 Senza offesa ma quella persona non merita niente... dopo le sue parole per la tragedia di Astori per me non esiste piÃ¹...,negative
"#Repost @mauroicardi (get_repost)
???
Sono deluso da quello che Ã¨ successo ieri a San Siro. Diciamo basta al razzismo e la discriminazione. ???? #MI9 https://t.co/uByTY8WqW7",negative
@ClaraPorta4 @fbernardeschi @juventusfc Gli ho scritto lo stesso! Mamma che noia sto inglese!!!,negative
"@tradimtradim @realvarriale @arekmilik9 @LFC @sscnapoli siete zanzare, essere inutile, poi chiedete perchÃ¨ vi odiano, piÃ¹ rubate (calciopoli) piÃ¹ negate, sapete tutti come avete rubato ma continuate a rompere le palle vigliaccamente, molestatori, provocatori. AVETE RUBATO L'ANNO SCORSO IN MANIERA MAFIOSA DIREI",negative
"@RollingStoneita @Cristiano @juventusfc Onestamente questo articolo Ã¨ un insulto.Andrebbe rimosso perchÃ© offende lÂintelligenza di chi Ã¨ tifoso o appassionato di calcio.Ovviamente avrebbe tutto il diritto di esistere se venisse dai canali ufficiali della Juve,ma cosÃ¬ comÂÃ¨ sembra solo una provocazione fine a sÃ© stessa.",negative
@44gattdernesto @realvarriale @KMbappe @G_Higuain @PauDybala_JR Significa che Mario Rui in panchina del Portogallo Ã¨ stato molto deludente!!! Giocatori del.Napoli concausa dell'eliminazione del Portogallo.,negative
"@MedhiBenatia merda in persona. Poi quando chiamano lui marocchino si offende.
Hai ragione tu non sie marocchino, sei uno zingaro. https://t.co/dHXTA5HmqV",negative
"@kkoulibaly26 @demagistris Chi offende con cori razzisti gli uomini, indipendentemente dal colore della loro pelle, non merita di essere considerato un essere civile, ma solo un frustrato piccolo piccolo che ha fallito giÃ  quando Ã¨ venuto al mondo!",negative
@chiellini da oggi finche avrÃ² vita ti ricorderÃ² quanto sei una brutta persona!,negative
"PiÃ¹ continuano a criticarlo (fuori dal campo) e piÃ¹ continua a lanciare segnali positivi (in campo) 

NINJA IS HERE, NINJA IS BACK!

@OfficialRadja #Nainggolan #ChievoInter #Spalletti #FCIM https://t.co/Vd7DCMipyv",negative
@OfficialRadja davvero sei andato allÂInter? Mi hai spezzato il cuore.,negative
"@JacoPino13 @realvarriale @jimmyjimmy88 @KMbappe @G_Higuain @PauDybala_JR AhimÃ© non servirebbe.
Quel fiasco ora Ã¨ giÃ  vuoto!!!!",negative
"@bettina_cat @dalberto4carlos @Ster317 @MauroIcardi Neanche si rende conto della gravitÃ  dei suoi commenti. Non so quanti anni ha, ma non vale la pena continuare questa conversazione. Io non sono contro la Juve, ma certi commenti mi disgustano. Buone feste. Addio",negative
@Paolo_Bargiggia @Cristiano Che no?????....cedere cedere cedere...Higuain lo porto in spalla a Sarri..eeeee...x precisare!a me non Ã¨ mai piaciuto..Non avrei speso quei soldi x lui..e anche pjanic lo porto io se serve!,negative
"@cranci @G_Higuain e cosa c'entra questo con quello che ho scritto io... ? voi avete augurato la morte al figlio di Bonucci !
Il peggio del peggio..la rumasuglia dell'essere umano.",negative
"@LucianoManni @TUTTOINTER @PeruginiRoberto @Yurikal76 @daves80 @Inter @Rafinha Spalletti gioca con il 4-2-3-1 e ha chiaramente detto di volere due esterni che sappiano creare superioritÃ  numerica, saltando l'uomo. NÃ© Candreva e nÃ© Perisic rientrano in questa categoria. Sapendo che vuole quei giocatori Ã¨ impossibile per me vedere il 352 che schifo molto.",negative
@TUTTOJUVE_COM GiÃ .......BravÂuomo Ã¨h....ma il suo 1) @MarioMandzukic9 2) @SamiKhedira 3) il punto 1 mi rovina il miglior giocatore che abbiamo cioÃ¨ @PauDybala_JR ed i suoi errori di formazione sono abbastanza per farmelo andar spesso di #traverso. #WaitingZIZOU,negative
"io,@OfficialRadja non lo venderei mai e poi mai!
lui come strootman...non se pÃ² fa na squadra de soli giovani!",negative
"@realvarriale @gallobelotti Matuidi molto di mestiere, nel calcio resta un minimo di tolleranza, si valuta l'entitÃ , non ogni tocco, mentre Florenzi troppo plateale e stupido per passare inosservato.
Non sono proprio uguali, Belotti aveva giÃ  staccato, poi leggermente sbilanciato.",negative
"@Cristiano Caro CR7 eri un idolo con la maglia VIOLA hai battuto quegli schifosi e te che fai?! Non ti rendi conto che errore che hai fatto andare nella Fogna d ' Italia..
Forza Viola, rubentus Merda
ADDIO https://t.co/18qce7aY3M",negative
@SilvioGuerra5 @wandaicardi27 @MauroIcardi GiÃ  metterli sullo stesso piano Ã¨ una blasfemia imperdonabile....,negative
@magiconaples74 @MattMagno84 @realvarriale @CozzolinoSalvo @Cristiano @juventusfc .. povero perdente.. tu e il tuo sindaco... e la la tua cittÃ  di 'merda..,negative
"Siamo tutti con te Kouli. Ã una vergogna. Fieri di te, fenomeno e grande uomo. @kkoulibaly26 
#InterNapoli #vergogna #mazzoleni #Koulibaly #noisiamoilnapoli #napoli #ForzaNapoliSempre https://t.co/4R3j5wk64J",negative
"se siete curiosi di sapere perchÃ© da anni il calcio professionistico Ã¨ una merda e quante merde ci mangiano, guardate (solo per qualche secondo) @Tikitakaita1 
Telefonata di salvini che dice i cori razzisti su @kkoulibaly26 sono uguali ai fischi a @bonucci_leo19 

PORCODIO!",negative
