text,label
"compro qualcosa esco e guardo cos'altro non ho comprato e poi, dopo un po' di confronti qua e là, all'improvviso mi sento insoddisfatto del mio acquisto",sadness
Mi sono sentito incredibilmente inadeguato più del solito e sono arrivato a un punto in cui mi sento quasi paralizzato,sadness
Sono stupito di quanti uomini affermino di non sentirsi amati se la casa è disordinata e devono preparare la cena,disgust
sento che un fine settimana irrequieto si sta avvicinando,sadness
"mi sento brutto, mi copro con una bellissima coperta con un vestito finto",sadness
Ho sempre detto che mi sentivo così fortunato ad averlo e oggi quella sensazione è stata rassicurata molte volte,joy
"Non riesco a indossare scarpe con il cinturino al lavoro, mi sento strano, quindi ho tolto queste dall'usata Ninewest",sadness
Adoro il fatto di apparire al meglio che posso e di sentirmi benissimo perché mangio bene e mi alleno costantemente,joy
un articolo decente che sapevo probabilmente conteneva buone informazioni perché la mia risposta iniziale è stata di sentirmi offeso e di voler discutere nonostante si parlasse di non fare esattamente quello,anger
Ci sono momenti in cui mi sento così sopraffatto che i miei occhi si riempiono di lacrime,sadness
Ho iniziato a sentirmi grato per il cibo per aver potuto gustare cose così deliziose e ho iniziato a cucinare e preparare pasti sani per la mia famiglia,joy
"Non voglio taggare le persone che pensano che sia stupido, ma se ci sono persone là fuori che vogliono essere taggate non vorrei farle sentire sgradite",anger
"che sto prendendo mi sta permettendo di dormire, il che è meraviglioso, ma mi lascia molto intontito e nauseato",sadness
sento una spiacevole stretta allo stomaco quando le porte dell'ascensore si aprono al mio piano,sadness
Sento che questo è un gruppo di grande talento quando si gioca su tutti i cilindri,optimism
sento la sua mano su di me per rimanere fedele,joy
"ero così concentrato sul mio respiro affannoso, sui miei passi regolari, sulle gocce di sudore sulla fronte, che ho dimenticato di sentirmi socialmente a disagio",sadness
non posso fare a meno di sentirmi così,sadness
ho voglia di ordinare il cibo da asporto se vivessi in zona sono ancora curioso di provare alcuni degli altri loro tacos,anticipation
sento di aver paura di qualunque cosa accada e direi se è un bene o un male ho solo paura e spero che Dio mi aiuterai in qualunque cosa faccia,fear
Entrai nel soggiorno e provai una sensazione orribile che mi faceva male nel profondo dello stomaco,sadness
Sono molto felice che il noto artista visivo finlandese Vesa Kivinen mi abbia chiamato a lavorare con lui,joy
"mi sento relativamente sicuro, normale o come potresti chiamarlo",optimism
"mi sento una stronza nel dirlo, ma penso che sabato prossimo voglio solo stare da sola",anger
mi sento molto onorato di essere stato selezionato nella categoria dei volontari ambasciatori dei pazienti che premia i membri del pubblico e il personale che forniscono aiuto e supporto eccezionali attraverso il volontariato o fornendo le opinioni dei pazienti in un forum di partenariato pubblico o in un comitato di pazienti,joy
"mi sento piuttosto impotente in tutto questo, quindi la preghiera è lo strumento più efficace che ho perché non ho risposte e non c'è nient'altro che posso offrire loro in questo momento",sadness
"So che ti senti piuttosto disgustato dalla continua propaganda di sinistra che il Ministero sforna, ma il pubblico non è così sintonizzato",anger
mi sento compiaciuto e soddisfatto,joy
"Ieri mi sono avventurata tra i tessuti e i tessuti per capriccio, sentendomi un po' nervosa sapendo che sarei stata tentata oltre il mio comfort",fear
non avevo nostalgia di casa sapere che si sarebbero riuniti per godersi la cucina di mia madre mi faceva venire voglia di un teletrasporto,joy
mi sento brutto e odiato,anger
"sentivo se fosse pazzo, triste, deluso o pacifico",sadness
Sento che abbiamo una squadra abbastanza talentuosa da vincere alcune partite e arrivare fino in fondo al torneo,optimism
sento che ero così innocente da avere un solo sogno che riempiva il mio cervello e da impazzire per questo,joy
Non mi sento mai depresso perché io e il mio cancro abbiamo imparato a vivere e dormire insieme,optimism
"sento la pressione cadere maggiormente sulle mie spalle e mi sento leggermente dubbioso su me stesso, il che mi porta a pensieri infelici che di solito non sono come il mio io ottimista, devo dire",sadness
mi sento un po' meschino a riguardo,sadness
Il negoziatore di ostaggi sul suo caso la fa sentire fiduciosa per il suo futuro,optimism
credo che le persone dovrebbero scegliere le cause che li appassionano e fare ciò che possono e non ho il diritto o il desiderio di promuovere i miei enti di beneficenza come più meritevoli di altri,optimism
"mi sento privilegiato a poter entrare nel santuario del suo studio, i tanti diversi dipinti e studi allineati sulle pareti si trasformano e crescono di settimana in settimana",joy
Sono cresciuto sentendomi rifiutato dai miei coetanei maschi,sadness
sento che è lì che posso dare il mio contributo più prezioso e ho cercato di fare il più possibile per assicurarmi di aver avuto un ruolo paritario nella costruzione,optimism
"ho descritto come mi sentivo, la sensazione di essere fuori controllo e di essere completamente irrequieto, la paura di ciò che poteva ancora accadere, la mia ossessione nel provare a fare tutto e il fatto che semplicemente non funzionasse",fear
"Mi sento molto importante nella mia stanza elegante, con i miei mobili eleganti e una bella vista sul centro di Dallas",joy
voglio sentirmi di nuovo bene,joy
non ho mai la sensazione di non supportare,sadness
"Voglio che tu ne esca e ti senta semplicemente vivo, ridi, goditi questa vita, non importa quanto sia idiota",optimism
pensavo che sarebbe sembrato informale,anticipation
lo ammetto e mi ha lasciato un po' scosso e un po' disorientato,fear
ritengo che sia pericoloso soprattutto per il nuovo credente che non è radicato nella parola di Dio,fear
quando abbiamo riorganizzato i mobili nel nostro appartamento e siamo rimasti bloccati su una sedia,disgust
mi sento stressato e più che un po' ansioso,fear
Ho perseverato attraverso la tempesta dei rifiuti sentendomi fiducioso che stavo facendo ciò a cui Dio mi aveva chiamato,optimism
mi sentivo a mio agio durante il primo incontro ho visto cose che funzionavano per me ma mi aspettavo un Rendall Munroe migliore perché penso che avrebbe potuto sottovalutarmi la prima volta,optimism
"Non sono del tutto sicuro di cosa pensi davvero perché sono abbastanza sicuro che si renda conto che le mancherà assistere alla parata, cosa che le piace davvero",sadness
mi sento un po' falso nel gruppo,sadness
mi sentivo particolarmente incazzato e volevo andare a una festa,anger
Mi sento ancora piuttosto incapace di descrivere i miei sentimenti con buone parole e belle frasi,sadness
"mi sento così affranto per la tragica scomparsa di Paul Walker la vita di una persona così generosa, bella e talentuosa non dovrebbe finire in questo modo mentre altri individui orribili continuano a vivere torturando, aggredendo e uccidendo persone",sadness
mi sento perfettamente tranquillo,joy
Sento di dover dare credito a Jen Mitchell per la sua splendida cartolina a href http www,joy
alterno il sentimento elettrizzato di vedere la famiglia di mio padre questo fine settimana e il terrore di diventare una pecora nera nella loro normalità,fear
mi dispiace per il mio dolce ragazzo,joy
Mi sento impotente e superfluo come quando Jenn aveva Elaine in modo naturale,sadness
pensavo di non sentire più niente era finita era tutto ok beh oggi una storia diversa lo sento lo voglio mi fa male il cuore pensare che non sarà più qui lo voglio ancora intorno immagino sia ancora valido,sadness
"Mi sento meglio, quindi spero che le cose inizino a ricadere nella vecchia routine",optimism
Spero che tu ti senta incredibilmente bene adesso,optimism
ho guardato il telegiornale in tv,sadness
"Non sono andato a cercarlo davvero, ma posso sicuramente vedere da dove viene la nave Enjorlas Marius, anche se purtroppo sento che è per lo più unilaterale e che Marius non è altro che uno scolaretto ricco che segue i suoi capricci senza pensare alle conseguenze",sadness
"sento che dovrei, come gesto gentile, scusarmi per il mio ultimo post sull'OSP e sui termini di licenza Rand",anger
"La gente mi chiede come ci si sente ad essere l'uomo più odiato della contea di Dallas, ha detto l'assessore Steve Helm",anger
"ho riferito di sentirmi emarginato, intimidito e/o sottoposto a minacce di ritorsioni",anger
"Non sono sicuro se sono più in pace con la nostra situazione o se semplicemente non mi sento così amareggiato, ma negli ultimi cinque mesi qualcosa è cambiato dentro di me",sadness
mi sento profondamente sereno,joy
mi sento male allora per non aver accettato quello che sono,sadness
"ho provato a sistemare l'area per le cucce dei gatti quest'ora di pranzo, ma immagino che dopo il calvario della stampante mi senta piuttosto teso, quindi ho sospeso il tutto",sadness
ho fatto in modo che mi sentissi stupido e più scemo,disgust
Ho il potere di giustificare la loro pigrizia e il loro atteggiamento stronzo nei confronti delle ragazze magre,anger
sento che la mia dolce compagnia si sta finalmente unendo,joy
Sto creando altre icone dell'umore proprio ora per farti vedere come mi sento e penso e ovviamente è tutto affascinante,joy
mi sento come se non fossi accettato qui e contrasto questa forza che arriva da ogni parte e che mi dice che c'è qualcosa che non va in me se non sono sposato e ho figli,sadness
"mi scuso se le immagini non sono di ottima qualità, ma se sei a corto di idee sentiti libero di controllare i siti web nelle didascalie",anger
"Adesso mi sento bene anche se ho appena bruciato la cena, oops",sadness
Provo affetto per questo continente divino e tutto il rispetto che porto nel mio cuore per la grandezza che risiede su di esso,optimism
"mi sembra, ma non mi piace molto quella parola",disgust
Mi sento vulnerabile non sapendo cosa accadrà e sento che il resto della mia vita dipende da oggi,sadness
mi sento così dannatamente agitato,anger
Mi sento fiducioso intorno a lui e sono sempre lì se ha bisogno di aiuto,optimism
"mi sento fastidiosamente isolato nell'ostello con tutte quelle persone che parlano fuori dalla stanza, ecc",disgust
Penso che l'alcolismo sia qualcosa che è ampiamente accettato come norma nella cultura gay,disgust
"Mi sto rendendo conto solo ora che oggi non ho mangiato una Diet Coke e questo mi fa sentire orgoglioso, a prescindere dalle altre schifezze che ho consumato oggi",joy
sento anche di aver accettato il mio lato oscuro e sto finalmente realizzando cosa del mio lato oscuro è sano,optimism
ne ho parlato prima ma la sensazione sta diventando più forte e sono curioso di sapere se altri hanno pensieri simili,optimism
mi sento un po' annoiato da tutto questo,sadness
spero che sia perché capisce come mi sento spero che veda ciò che potrebbe perdersi e che stia mettendo da parte i meschini pensieri negativi,optimism
mi sento così felice di poterlo condividere con tutti voi,joy
mi sento un po' virtuoso nel fare queste cose ma d'altra parte il nini ha un sapore migliore,joy
"Dico che voglio essere più una persona socievole, ma mi sento molto tranquillo in questo momento",optimism
Tiro fuori uno dei miei libri preferiti per sentirmi infelice,sadness
Sono convinto che mi allontanerò da tutto ciò che è veramente buono per me,optimism
mi sento un po' a disagio nel fare questa cosa,sadness
sento che non dovrei essere sorpreso da questo sviluppo,surprise
mi viene da tirare su col naso e mi sento ottuso,sadness
ho bisogno di sentirmi creativo e produttivo,optimism
"Sono la persona che Dio ha scelto per aiutare mia figlia a diventare la donna che Dio voleva che fosse, anche se non mi sento perfetta",optimism
"non mi sento troppo male, a parte il fatto che mi fanno male le costole e ho uno stiramento muscolare nella zona della scapola a causa di tutte le ore atroci passate a farmi a pezzi i polmoni la scorsa notte",sadness
Sono sul punto di provare risentimento nei suoi confronti e non voglio esserlo,sadness
"scrivo questo, mi sento stranamente calmo, come se volessi semplicemente rilassarmi su una grande poltrona o sdraiarmi al sole",optimism
mi sento davvero ispirato,joy
So che ad alcune persone dico se ritengo che la loro domanda sia sincera alcuni dei miei sacri tesori,optimism
"Posso sedermi qui e piangere e sentirmi offeso, ma questo non cambierà il risultato",sadness
Temevo che forse dormisse così bene perché non prendeva abbastanza latte e si sentiva letargica,sadness
"Imparerò attivamente di più su questi generi e/o li praticherò così da poter sentire quello che dovrei sentire come ballerino, coraggioso, coraggioso e fiducioso, uff",optimism
"ho iniziato a sentirmi un po' stressato all'idea di partire in orario e di assicurarmi di avere le foto dei preparativi che volevo, ma tutto sembrava andare alla perfezione",sadness
mi sento come un brutto mostro a cui non posso mostrare chi sono veramente per non sembrare strano o semplicemente un emarginato,sadness
"mi sento un po' in colpa per il fatto che abbiamo questa eccezionale bambina etiope a casa e tra le nostre braccia, ma questo blog continua a circondare Goosey",sadness
"sento il bisogno di mettermi un'abbronzatura finta per uscire la sera per darmi un po' di colore, i miei vestiti lo fanno per me",joy
sento un vero legame emotivo con la regina del ghiaccio del nord ora che hai rivelato che la disumanità è presente nella sua dannata famiglia,anger
"Ho disegnato orecchini per le damigelle d'onore di alcune delle mie clienti, cosa che mi sento onorata di fare",joy
"potrei adottare e quali messaggi potrei pensare per aiutarmi a sentirmi più sereno, più grato e semplicemente più felice in questo momento",optimism
"Mi sento abbastanza inutile, ma ho sentito che è abbastanza normale per i nordamericani a questo punto",sadness
non mi sento abbastanza bene per cucinare,sadness
mi sento così male per questo e lui è rimasto lì sconcertato,sadness
"potevo sentire centinaia di persone amorevoli in tutto il mondo connettersi con la terra, era semplicemente meraviglioso",joy
sento che non avere uno spirito generoso o una natura indulgente mi impedisce di accettare doni dall'universo,sadness
mi sento accettata e amata da una comunità di derby girls che ho contribuito a creare,joy
Mi sento completamente disgustato di me stesso in questo momento e sto contemplando la morte in ogni momento della veglia da quando ha pronunciato quelle poche parole,anger
Spesso mi sento confuso sul fatto che io sia bipolare o semplicemente una natura peccaminosa davvero dura,sadness
mi sento molto grato,joy
Mi sento privilegiato di aver giocato contro di lui,joy
L'ho letto in un momento in cui mi sentivo tutt'altro che perfetto,sadness
Sono felice ma sento tutta questa pressione nel fare una cosa o un'altra e questo mi rende infelice,sadness
Sento che valga la pena darvi una visione più approfondita delle dimensioni della città se guardate uno dei nostri giorni di ciclismo,optimism
mi sentivo ancora così esausto dopo gli allenamenti di lunedì e martedì che tutto quello che ho fatto è stato fare una passeggiata al parco per circa,sadness
"ho preso il mio cane e l'ho abbracciato con forza per circa un'ora finché non ho cominciato a sentirmi di nuovo un po' me stesso, ma non sono riuscito a scrollarmi del tutto quella sensazione e mi sono sentito piuttosto depresso e ansioso per tutto il giorno",sadness
mi sono ritrovato a sentirmi inibito e a zittirla parecchio,anger
"ammetto che ho il jet lag quindi durante il giorno mi sento intontito e ho quasi i postumi della sbornia mentre di notte, quando tutti sono a dormire e sonnecchiano, mi si accende una luce nel cervello e mi trasformo nel coniglietto sempre pronto",joy
spesso mi butto a capofitto nel lavoro quando non sono con loro la stessa massima della settimana scorsa se mi sento scoraggiato il modo in cui vado avanti è offrire incoraggiamento agli altri,optimism
mi sento molto meglio riguardo al modo in cui ho scritto questa parte del codice,optimism
"Avrei dovuto provare simpatia per Emma, ​​temo di aver fallito",fear
"sento che dentro questa vita a volte è come un gioco poi sei venuto intorno a me i muri sono scomparsi, niente che mi circondasse mi protegga dalle mie paure non sono protetto guarda come mi sono aperto mi hai fatto fidare perché non mi ero mai sentito così prima di essere nudo intorno a te lo mostra",fear
"Non ho più l'energia per arrabbiarmi o turbarmi, mi sento solo un po' rassegnato",sadness
non so dirti quante volte nei quattro mesi in cui ci siamo visti seriamente abbiamo dovuto avere discorsi emotivi seri perché uno o entrambi ci sentivamo inteneriti,sadness
mi sento così emozionato per l'arrivo di tuo fratello,sadness
Mi sento apprezzato anche dalle ragazze che odiano praticamente tutti,anger
passo tutta la giornata sentendo i tuoi movimenti e sono stupito che qualcosa di così miracoloso stia accadendo nel mio corpo è come un segreto speciale che solo io e te abbiamo,joy
sento che è prezioso e voglio condividerlo,optimism
"Mi sento così non amato senza di te accanto a me, ma quando sono con te",sadness
mi sento cadere nella fossa a comprarlo da lei penso che sia vero sono solo scettico nei confronti delle donne,anticipation
"stavo imparando a gestire la nausea e a gestirne la spiacevolezza al lavoro cercando di evitare che qualcuno lo sapesse, ma mia sorella mi disse che non c'era bisogno di soffrire e di sentirmi infelice e di chiamare il mio dottore per un po' di zofran",sadness
mi sento avido per ora,disgust
sono giustificato nel sentirmi offeso o sono solo ingrato,sadness
"mi sento come se stesse aspettando dietro le quinte, aspettando pazientemente che mi distrassi abbastanza da potermi abbattere e portarmi via tutto ciò che amo in questo mondo e distruggermi",sadness
"Mi sento come se avessi fatto una cazzata alla grande, ma devo proteggere me stesso e me stesso",sadness
mi sento come se la mia mente fosse vuota e vuota,sadness
Non mi sento a mio agio a giocare con loro presentando il cattivo come un bravo ragazzo incompreso o viceversa,anger
"ascolto i consigli del mio disturbo alimentare, mi sentirò davvero meglio",optimism
ho comprato l'iPhone GB ho ricevuto un credito presso l'Apple Store ho avuto la sensazione che fossero comprensivi nei confronti dei primi acquirenti e abbiano risposto in modo appropriato,optimism
Mi sento molto più ottimista riguardo al mio futuro,optimism
mi sento incazzato e arrabbiato,anger
"Non potevo fare a meno di provare sentimenti per lui e per questa terribile situazione in cui vive giorno e notte ed ero così felice che una volta che Bel ha iniziato a vedere la luce, ha tenuto duro ed è rimasto al fianco di Daniel mentre nessun altro lo faceva, inclusa la sua famiglia che temo di esserne davvero disgustato",fear
Mi sento così completamente tranquillo e perfetto stasera,joy
Sono curioso perché mi piacerebbe esplorare cosa c'è in cima alla pianta disordinata,anticipation
"ho imparato che ci sono angeli sulla terra che mi sentono come li sento io e che restano al mio fianco con un pensiero amorevole, un cuore che guarisce o una mano ferma proprio come anch'io offrirei in cambio, sempre, senza un attimo di esitazione",optimism
sento che la confezione è davvero adorabile e il prodotto stesso fa proprio tutto quello che chiedi,joy
sento di averlo ignorato troppo a lungo quest'anno,sadness
Lo so perché sento nei tuoi abbracci e baci che sono perfetto così come sono,joy
mi sento un po' più rilassato di certo non mi sento riposato grazie a dei tizi ubriachi che hanno deciso che sparare fuochi d'artificio ogni mezz'ora per tutta la notte sarebbe stato super divertente e al fatto che è impossibile dormire al freddo gelido con un bambino che si lamenta ma ho sicuramente riavviato,joy
Sento sicuramente che qui ci sono alcune informazioni utili per chiunque si trovi ad affrontare domande simili a quelle che ho avuto in questo periodo della mia vita,optimism
anch'io provo un senso di malinconia per loro,sadness
"mi dispiace se alcune persone sono scontente della bandiera per motivi religiosi, ma conosco molte persone religiose che non ritengono che vada contro la loro fede e sono molto solidali",sadness
non mi sento coraggioso però,fear
"ho camminato vicino all'hotel e mi sono sentito molto evidente e a disagio, tutti gli avvertimenti sulla piccola criminalità che ho letto nella guida e forse qualche residuo di anni fa mi hanno fatto sentire minacciato",fear
mi sento come se finalmente stessi perdendo quel pezzettino ostinato di roba in più nel basso ventre,sadness
Mi sento sopraffatto dal tentativo di fare tutto ciò che penso sulle donne davanti a me,sadness
Ricordo di essermi sentito così spaventato da poter provare emozioni a un livello così elevato,fear
mi sento dentro perché sono così fottutamente arrapato,anger
sono risultata positiva ma non ho mai assunto farmaci e mi sento innocente dice martina,optimism
"Sono così orgoglioso di te che nessuna parola può descrivere il modo in cui mi fa sentire il cuore, grazie a Dio per il mio fantastico supporto Hubbard",joy
ho fatto del sesso sento che alle donne piace il sesso quando il loro corpo e le loro emozioni sono ammirati e rispettati,joy
non sento il bisogno di elaborare argomenti di conversazione accettabili,anger
"avevo appena camminato su e giù per una lunga e ripida collina piena di erba e cespugli, quindi ero piuttosto dubbioso di riuscire a trovarlo",fear
"mi piace molto la combinazione di colori perché mi fa sentire tranquillo, pulito e semplice",joy
mi sento così noioso,sadness
Personalmente ritengo che sia un regalo molto creativo e che è tutto racchiuso in un sacchetto di carta marrone,joy
mi sento così impavido in questi giorni post lutto,optimism
Mi sento così felice di essere sposato con lui perché ama i suoi figliastri,joy
ho riportato indietro Martin ero il dd che ho fermato e poiché mi sentivo eccezionalmente estroverso ho salutato e parlato con alcuni dei miei vicini al piano di sotto,joy
mi sento più fedele che mai,joy
mi sento sollevato di sentirmi di nuovo me stesso,joy
a volte mi sento un po' sgradito,sadness
mi sento a mio agio in questo momento,sadness
mi appassiona soprattutto ciò che suscita le mie emozioni sembrano essere le cose di cui ho bisogno per imparare qualcosa sulle mie emozioni mi dice che c'è bisogno di crescere in una certa direzione,optimism
Sento che ti rende una persona che amo solo a chi è capitato di fare qualcosa che non trovo accettabile,sadness
"Non solo non ho perso nessun filo, ma ora ho finito con il mio primo progetto di pizzo e mi sento piuttosto soddisfatta",joy
"Voglio che tu sappia che se diventerò primo ministro tra meno di un anno sarò orgoglioso di farlo come amico di Israele, come ebreo e soprattutto come persona che si sente così orgogliosa di far parte della comunità riunita qui oggi",optimism
mi sento abbastanza sicuro nel provare l'hosting,anticipation
"Non seguo molte persone e non ho molti follower, tuttavia ho la sensazione che le persone di cui sto parlando possano sapere chi sono Non sto cercando di essere scortese, sto solo cercando di essere sincero",optimism
Non mi sento mai solo finché le persone amano e sostengono il mio lavoro,optimism
ho così tante cose da fare nella mia vita e corro costantemente come un matto posso sempre rubare un momento di tranquillità per riconoscere questo bambino e l'eccitazione e l'attesa travolgenti che sento che Dio è veramente fedele e porta tutto intorno,joy
sospetto che il suo ragionamento possa essere semplicemente quello di indurre Apple a sentirsi compiacente,disgust
mi sento così esausto da a,sadness
"mi preparo sono grato che questi eventi tocchino così tanti interessi diversi nella mia poesia, dalle questioni linguistiche all'estetica pacifica, dall'avanguardia alla poesia ecologica",optimism
ho conosciuto il mio attuale ragazzo durante una gita in barca in Inghilterra avevamo detto che ci saremmo chiamati al nostro ritorno in Svezia non saremmo andati nella stessa città in Inghilterra appena sono entrato ha chiamato dall'Inghilterra perché non poteva aspetta finché non torna a casa,joy
mi sento ispirato da così tante cose che voglio scrivere,optimism
Sono molto ferito e mi sento poco importante,sadness
ho voglia di disinstallare Skype e disattivare tutti i miei account Facebook e Hatena visto che sto diventando una persona odiosa e non voglio peggiorare come sto adesso,anger
cominciai a sentirmi tremante e nauseato e desideravo ardentemente che il mio legame con Cairns compensasse parte delle privazioni,sadness
"Mi sentivo avventuroso, quindi ho scelto alcuni sapori asiatici di zenzero e olio di sesamo per la mia insalata",joy
Stavo praticando uno sport in una classe di educazione fisica avanzata e molte persone non erano avanzate,anticipation
provo estrema preoccupazione e angoscia per ricordarti con affetto per sempre mary si prepara a sentire un momento sfortunato alla fine l'emozione intensa ha l'amore sessuale si degna di venire lei con la mano mette fuori la forza con la bocca non lasciarsi gridare,optimism
mi sento così avido di vacanze e dimentico le mie responsabilità,sadness
"Voglio dire, a volte mi sento come se avessi un disco rotto",sadness
Mi sento piuttosto senza cuore perché di recente ho sentito le parole amore incondizionato e non sono riuscito a trovarle in me stesso,sadness
mi sento insoddisfatto e più abituato alla guarigione,sadness
"Ho dei dubbi su tutti i modelli e i colori che funzionano insieme, ma non possiamo esserne sicuri finché non tutto si mette insieme",fear
"Voglio riprendere l'abitudine di scrivere sul blog tutte le cose belle e divertenti che faccio, ma sto anche cercando di uscire da questa routine di scrivere solo di sentirmi di merda",sadness
"Sto ancora guarendo dal fatto che mi si è spezzato il cuore, sto ancora guarendo dai sogni infranti, dubitando ancora di me stesso, mi sento ancora confuso",sadness
"i miei uomini si sono sentiti male nelle ultime settimane, il che si è concluso con una gita in ospedale sabato scorso che ha messo un freno all'anniversario di matrimonio",sadness
"Leggo di lui e apprendo di lui nelle sue interviste, più sento che non potrei mai meritare qualcuno così gentile e compassionevole",optimism
sento che è semplicemente strano per conto di Wotcs,sadness
faccio una passeggiata nel parco sentendomi felice,joy
"mi sento calmo, silenzioso e protetto dalla determinatezza di questa esistenza",optimism
Voglio sentirmi sicuro che la mia vita andrà bene e so che lo sarà quando avrò fiducia nel Signore,optimism
mi sento al sicuro con Berry,joy
mi sento già invidioso,sadness
"faccio schifo, è la città noiosa e noiosa e la sensazione che la mia famiglia e il mio ragazzo manchino",sadness
mi sento come se avessi tutte queste cose carine ma non mi sento a mio agio e non so come metterle insieme,sadness
mi sento come un tagliatore emotivo,sadness
mi sveglio la mattina e quando vado a dormire la sera sento quella voce seminale nel mio cuore che grida dal mio cuore vuoto e cucito,sadness
ho ricevuto la coperta sono rimasto assolutamente stupito da quanto fosse soffice ed estremamente morbida non pensavo davvero che sarebbe stata così fantastica,joy
sento che a volte non ho abbastanza talento,sadness
Penso che sarebbe sciocco e forse un po' irrispettoso prendere in considerazione l'idea di fare la lunga corsa collinare,sadness
Menziono la mia figlia maggiore prima che la mia figlia più piccola i suoi sentimenti saranno feriti,sadness
mi sono svegliato oggi sentendomi un po' strano,sadness
Sono stufo di sentirmi poco importante come se nessuno avesse bisogno di me,sadness
Mi sento piuttosto angosciato e abbattuto per la mia battaglia contro l'insonnia,sadness
mi sento odiato a Cempaka,anger
"Mi sento insensibile, ma solo perché ho così tante fottute sensazioni che mi è stato impedito di provarle",sadness
Uso spesso Disney per tirarmi su di morale quando mi sento giù e gli ultimi due giorni non hanno fatto eccezione,joy
"Mi sono sentito un po' sconfitto, forse ho addirittura trascurato la cosa",sadness
mi sento timido a causa di quello che indosso,fear
"quello che posso dire è che finché ti piace la storia ti intrattiene e ti fa emozionare, che sia triste, felice, arrabbiato, disgustato o semplicemente eccitato, allora chi se ne frega davvero",optimism
Ho pianto mentre Jackson dormiva sentendomi sopraffatto dalla sensazione di non voler morire,sadness
"mi sento sicuro di essere di nuovo me stesso nella vita personale e proprio quando la mia vita lavorativa stava andando bene, il mio capo capiva lentamente perché chiedo e pretendo continuamente che affrontiamo le questioni difficili che causano problemi nei nostri vari dipartimenti",optimism
non so se la sua presenza sia il motivo per cui sento più nostalgia del Regno Unito che degli Stati Uniti o semplicemente il fatto di essere qui mi fa sentire la mancanza della mia vecchia casa,sadness
"nel mio ultimo blog ho accennato al fatto che ho iniziato ad avere la sensazione di essere stato costretto a studiare cose che non mi piacciono, il che ha fatto di me una persona che potrei non essere del tutto",sadness
lo faccio solo controvoglia e mi fa sempre sentire scontroso e instabile,sadness
devo darlo agli uomini in quanto le donne ci lamentiamo molto delle tute che dobbiamo indossare ma almeno possiamo indossare un vestito e sentirci freschi d'estate,optimism
"sento che dovrei ascoltare Chinesepod e lavorare sul mio mandarino, ma quello che voglio veramente ascoltare è il podcast sull'amore selvaggio o i discorsi in macchina",anticipation
"mi sento sicuro che le armi sono rinchiuse nella cassaforte, rendendo impossibile l'accesso a tutti i bambini",optimism
Penso anche che questa conversazione potrebbe integrarsi abbastanza facilmente in un'altra sulle immagini e gli oggetti brutti per servire allo scopo di essere ironici,anticipation
"non voglio fare di questo blog qualcosa di cui mi lamento continuamente, ma mi sento come se fossi stato picchiato con un due per quattro o qualcosa del genere",anger
mi dispiace per loro per aver sprecato il loro tempo e i loro sforzi per niente,sadness
mi sento sopraffatto e tu?,sadness
continuavo a cercare di farla sentire meglio,optimism
"riesco a far sentire apprezzati i dipendenti, davvero, ma in questa economia in cui altri k posti di lavoro sono stati abbandonati solo la settimana scorsa sospetto che la maggior parte delle persone la pensi come Rudy e grazie a Dio abbiamo ancora un lavoro",optimism
Mi sento fortunato che abbiano scelto di condividere la loro vita con me,joy
mi sento abbastanza in imbarazzo,sadness
"Non mi dispiace per me stesso, però, perché penso solo a quelle povere persone che hanno perso la vita o tutto ciò che avevano a causa di Sandy",sadness
detto da alcune persone che il leader della classe sceglie solo i suoi amici non è vero,disgust
smetto di sentirmi in colpa,optimism
So che ad alcune persone piace di più il piacere di andare a farsi una pedicure perché puoi semplicemente sederti lì e goderti la meravigliosa sensazione di qualcun altro che massaggia i tuoi teneri piedini mentre sfogli le pagine di un libro o di una rivista,joy
Ho letto questo libro per la prima volta durante il college e mi ha aiutato ad affrontare il sentimento di impotenza e la paura del futuro incerto,fear
"posso essere creativo se ne ho voglia o semplicemente sedermi e chiacchierare con i clienti le persone sono tutte adorabili, anche Kermit mi aiuta a vedere",joy
ho la sensazione che Donald sia abbastanza intelligente da istruirsi attraverso i suoi meandri densamente concentrati e i loro difetti intrinseci,optimism
mi sentivo frenetico,fear
ritengo che sia estremamente pericoloso per lei vagare in mare aperto,fear
Sono così grato di essere stato riempito dalla conferenza generale e di sentire il gioioso potere dello spirito dopo un fine settimana così meraviglioso,joy
"penso che i tuoi spettatori stasera apprezzeranno lo spettacolo proveniente da Malm, apprezzeranno alcune cose e saranno meno appassionati di altre cose, ma spero che si sentiranno intrattenuti e colpiti e sentiranno il bisogno di esprimere un voto indipendentemente dal fatto che il tuo paese voterà stasera o meno",joy
Non ho mai desiderato sentirmi così vulnerabile,sadness
ho comprato questo zaino Doraemon da un negozio di beneficenza avevo tutte le intenzioni di metterlo nel mio negozio Etsy ma sento che è troppo carino per venderlo,joy
"Considero il prossimo anno come un'avventura che molto probabilmente mi farà maledire la matematica e le altre materie, ma alla fine mi farà sentire sollevato",optimism
"posso mettermelo senza parole dato che non riesco proprio a scrivere che era così carino stamattina sì, mi sento sarcastico oggi",joy
"Mi sento un po' sgradito in molte comunità cattoliche, ma spero che non sia il caso qui",optimism
ora faccio sollevamento pesi in modo diverso perché il giorno in cui è successo mi ha fatto così male che non riesco a togliermelo dalla mente e mi sento un po' timido,sadness
