text,label,sentiment,dominant_sentiment
"avevo iniziato circa due giorni fa con una certa sensibilità ai suoni che non avevo da un po' e poi ho iniziato con la sensazione quasi di movimento, se vuoi dai movimenti, e poi ho iniziato con la sensibilità agli odori ma per fortuna non mi ha più disturbato da ieri sera",optimism,"Negative: 0.0135834%,
Neutral: 0.4662442%,
Positive: 0.5201724%",POSITIVE
"Non penso davvero di essere felice e concentrato come se mi sentissi abituato, piuttosto mi sento stranamente distratto e a disagio",sadness,"Negative: 0.9980844%,
Neutral: 0.0014320%,
Positive: 0.0004836%",NEGATIVE
mi sento una specie di supereroe,joy,"Negative: 0.0005699%,
Neutral: 0.0134879%,
Positive: 0.9859422%",POSITIVE
mi sento assalito da tutte le direzioni,disgust,"Negative: 0.0036024%,
Neutral: 0.9402288%,
Positive: 0.0561687%",NEUTRAL
"Devo ammettere che oggi mi sento piuttosto triste, il primo vero giorno da sola ad Atlanta",sadness,"Negative: 0.9976161%,
Neutral: 0.0021544%,
Positive: 0.0002295%",NEGATIVE
Ho solo bisogno di qualche minuto per sentirmi maltrattato e triste o per infuriarmi e sputare,anger,"Negative: 0.9957839%,
Neutral: 0.0039719%,
Positive: 0.0002442%",NEGATIVE
avevo attraversato una gravidanza difficile ero in apprensione ed emozionato allo stesso tempo per il prossimo membro della nostra famiglia,joy,"Negative: 0.0003868%,
Neutral: 0.0347669%,
Positive: 0.9648464%",POSITIVE
mi sento in colpa per la mia crisi di salute quando sono così dannatamente fortunato ad essere qui,sadness,"Negative: 0.0766117%,
Neutral: 0.0130758%,
Positive: 0.9103125%",POSITIVE
"pensavo che l'avrei fatto, mi sentivo vuoto",sadness,"Negative: 0.9935428%,
Neutral: 0.0062278%,
Positive: 0.0002294%",NEGATIVE
mi sento ancora abbastanza contento e felice lah,joy,"Negative: 0.0001676%,
Neutral: 0.0011143%,
Positive: 0.9987181%",POSITIVE
i legislatori certamente sentono di aver bisogno di questa protezione dato che le autobombe attribuite ad al Qaeda in Iraq continuano a colpire le città irachene e lo stesso edificio parlamentare è stato bombardato da un attentatore suicida anche se non da un veicolo bomba,fear,"Negative: 0.0025767%,
Neutral: 0.9877768%,
Positive: 0.0096466%",NEUTRAL
dico che mi sento davvero sgradito,sadness,"Negative: 0.9960799%,
Neutral: 0.0036876%,
Positive: 0.0002326%",NEGATIVE
"mi sentivo molto più agitato del solito, avevo difficoltà a dormire e richiedevo costantemente la presenza dei miei genitori",anger,"Negative: 0.9827353%,
Neutral: 0.0164849%,
Positive: 0.0007797%",NEGATIVE
Devo dirti che ultimamente ho fatto molto più yoga e mi sento molto bene e rilassato nelle articolazioni e nei muscoli,joy,"Negative: 0.0001830%,
Neutral: 0.0014253%,
Positive: 0.9983916%",POSITIVE
mi sento abbastanza intelligente,joy,"Negative: 0.0001944%,
Neutral: 0.0014059%,
Positive: 0.9983998%",POSITIVE
"Mi piacerebbe perdere un mese, ma so che un mese non è sostenibile per me e sto perdendo un mese senza sentirmi privato, il che è più fantastico di quanto possa spiegare",sadness,"Negative: 0.0022150%,
Neutral: 0.0014715%,
Positive: 0.9963136%",POSITIVE
Mi sento quasi sempre insoddisfatto dei romanzi dopo averli finiti,sadness,"Negative: 0.9917426%,
Neutral: 0.0075197%,
Positive: 0.0007377%",NEGATIVE
mi sento come se non fossi più appassionato di niente,sadness,"Negative: 0.7450676%,
Neutral: 0.2330936%,
Positive: 0.0218388%",NEGATIVE
mi sento bene perché l'aereo ha quattro posti invece di solo due,joy,"Negative: 0.0001304%,
Neutral: 0.0059855%,
Positive: 0.9938841%",POSITIVE
ancora non riesco a trovare il dannato certificato di stagno ma mi sento tranquillo pulisco il carrello e butto nel cestino della spazzatura due sacchi di sale pieni di spazzatura,sadness,"Negative: 0.0816737%,
Neutral: 0.0991621%,
Positive: 0.8191642%",POSITIVE
Sto facendo un picnic e mi sento un po' giocoso,joy,"Negative: 0.0001115%,
Neutral: 0.0038311%,
Positive: 0.9960574%",POSITIVE
ho scritto forse una verità perché voglio dire qualcosa a un ragazzo e ho paura di dirgli come mi sento perché mi ha fatto incazzare,anger,"Negative: 0.9946017%,
Neutral: 0.0052535%,
Positive: 0.0001448%",NEGATIVE
mi sento così imbarazzato e umiliato che la vittima coreana dell'attacco accusa la polizia del Sydney Morning Herald pubblicato su PM con un href http brisbanehub,sadness,"Negative: 0.9815782%,
Neutral: 0.0142601%,
Positive: 0.0041617%",NEGATIVE
Ho avuto momenti in cui mi sono sentito davvero solo anche se ho amici su Facebook,sadness,"Negative: 0.7427473%,
Neutral: 0.2452972%,
Positive: 0.0119555%",NEGATIVE
mi sento così triste in questo momento,sadness,"Negative: 0.9979444%,
Neutral: 0.0017402%,
Positive: 0.0003154%",NEGATIVE
sento una sorta di flusso artistico nella mia testa,joy,"Negative: 0.0006631%,
Neutral: 0.2697879%,
Positive: 0.7295490%",POSITIVE
"mi sento allarmato, le sue dita si stringono forte, vedo i suoi occhi imploranti, quindi inizio a mascherarmi e dico che va tutto bene",fear,"Negative: 0.0001433%,
Neutral: 0.0125047%,
Positive: 0.9873520%",POSITIVE
Sto utilizzando la stessa identica combinazione che avevo quando ho concepito e questo mese ho iniziato a sentirmi così speranzoso,optimism,"Negative: 0.9867534%,
Neutral: 0.0061807%,
Positive: 0.0070659%",NEGATIVE
"Ricordo di essermi sentito scoraggiato un giorno mentre stavamo studiando una poesia analizzandola davvero verso per verso, strofa per strofa",sadness,"Negative: 0.9324896%,
Neutral: 0.0669690%,
Positive: 0.0005414%",NEGATIVE
l'ho disegnato perché mi sento odiato,anger,"Negative: 0.9953733%,
Neutral: 0.0044250%,
Positive: 0.0002018%",NEGATIVE
mi vergogno di aver sperato in un ultimo Natale perché so che non avrebbe mai voluto vivere la vita dato che ora è indifesa e debole,sadness,"Negative: 0.9946110%,
Neutral: 0.0050761%,
Positive: 0.0003128%",NEGATIVE
"Non avevo sentimenti particolari nei suoi confronti prima, tranne che sembrava abbastanza intelligente nel fotografare l'alieno invece del caos",anticipation,"Negative: 0.0129493%,
Neutral: 0.0988318%,
Positive: 0.8882189%",POSITIVE
mi sento piuttosto patetico adesso,sadness,"Negative: 0.9966623%,
Neutral: 0.0030503%,
Positive: 0.0002874%",NEGATIVE
"Non posso dirti come si sente sul viso, ma sicuramente è stato meraviglioso sul mio corpo",joy,"Negative: 0.0003043%,
Neutral: 0.0010016%,
Positive: 0.9986941%",POSITIVE
mi sento ricco di commenti,joy,"Negative: 0.0015730%,
Neutral: 0.2640368%,
Positive: 0.7343903%",POSITIVE
mi sento un fallimento come genitore e ogni volta che uno dei ragazzi mi urla contro risponde di esserlo o semplicemente mi ignora palesemente sono convinto di aver perso la battaglia,sadness,"Negative: 0.9973238%,
Neutral: 0.0025279%,
Positive: 0.0001484%",NEGATIVE
mi sto semplicemente rilassando insieme e mi sento estatico e beatamente felice perché so che lui mi ama e io amo lui,joy,"Negative: 0.0001513%,
Neutral: 0.0010833%,
Positive: 0.9987655%",POSITIVE
Ho riempito alcuni buchi sotto la scrivania con un foglio di alluminio perché mi angoscia l'idea di perdere uno dei piedini della macchina da cucire o la custodia della bobina laggiù,sadness,"Negative: 0.8948452%,
Neutral: 0.1047022%,
Positive: 0.0004526%",NEGATIVE
Direi semplicemente di provare ad essere gentile con te stesso e di sentirti orgoglioso per un altro giorno senza alcol x,optimism,"Negative: 0.0002052%,
Neutral: 0.0017745%,
Positive: 0.9980203%",POSITIVE
I delfini provano il dolce sapore della vittoria sconfiggendo il Cincinnati Bengals agli straordinari a href http twitter,joy,"Negative: 0.0002266%,
Neutral: 0.3129543%,
Positive: 0.6868191%",POSITIVE
mi sento superiore ma alla fine mi sento inutile e sento che tutti gli altri sono altrettanto inutili,sadness,"Negative: 0.9980298%,
Neutral: 0.0016936%,
Positive: 0.0002766%",NEGATIVE
Mi sento straordinariamente indeciso su quali tessuti innocenti amo di più,sadness,"Negative: 0.0002586%,
Neutral: 0.0024869%,
Positive: 0.9972546%",POSITIVE
"Non mi piacciono i venditori invadenti e chiedono aiuto quando ne ho bisogno, ma a volte faccio fatica e mi sento troppo orgoglioso per tendere la mano ed è allora che ho bisogno che gli altri mi tendano la mano",optimism,"Negative: 0.0613055%,
Neutral: 0.0204548%,
Positive: 0.9182397%",POSITIVE
potevo ancora sentirmi un po' romantico,joy,"Negative: 0.0001999%,
Neutral: 0.0017817%,
Positive: 0.9980184%",POSITIVE
"qui sto tradendo la mia giovinezza e le mie origini di classe, ma il mondo del lavoro mi sembra ancora molto strano",sadness,"Negative: 0.0098833%,
Neutral: 0.1031216%,
Positive: 0.8869951%",POSITIVE
mi sento stupido perché non ho comprato prima,disgust,"Negative: 0.9973470%,
Neutral: 0.0025069%,
Positive: 0.0001461%",NEGATIVE
ho la sensazione che se fosse innocente non penserebbe di avere nulla da dimostrare,disgust,"Negative: 0.3101721%,
Neutral: 0.6853783%,
Positive: 0.0044496%",NEUTRAL
posso sentire il suo atteggiamento incazzato nei miei confronti da molto lontano,anger,"Negative: 0.2373494%,
Neutral: 0.7511360%,
Positive: 0.0115146%",NEUTRAL
ritengo che i cercapersone abbiano sicuramente danneggiato il tempo sociale della comunità dei non udenti,anger,"Negative: 0.9935263%,
Neutral: 0.0061633%,
Positive: 0.0003104%",NEGATIVE
mi sento irrequieto e cammino a lungo per trovare un altro posto giusto,sadness,"Negative: 0.0185912%,
Neutral: 0.2908676%,
Positive: 0.6905413%",POSITIVE
Invecchierò di un anno con te oyyy ti senti speciale noh,joy,"Negative: 0.0012305%,
Neutral: 0.2111115%,
Positive: 0.7876580%",POSITIVE
Però sono un po' imbarazzato nel sentirmi così perché l'allenamento di mia madre è stato una parte meravigliosamente determinante della mia vita e l'ho amato e amo ancora,joy,"Negative: 0.0028897%,
Neutral: 0.0048613%,
Positive: 0.9922490%",POSITIVE
"non mi sono sentito intimidito dalla ricchezza della scrittura greca del passato ma sono stato invece ispirato, calmato, rilassato, stimolato dal paesaggio, dalle leggende e dalla storia",optimism,"Negative: 0.0001620%,
Neutral: 0.0021307%,
Positive: 0.9977072%",POSITIVE
"Mi sento artistico, ecco un paio di disegni che ho fatto nella polvere della mia macchina dopo che aveva piovuto un paio di mesi fa",joy,"Negative: 0.0022283%,
Neutral: 0.0212700%,
Positive: 0.9765016%",POSITIVE
adoro farmi dondolare sulla pista da ballo con lui che guida facendomi sentire aggraziata,joy,"Negative: 0.0001370%,
Neutral: 0.0033773%,
Positive: 0.9964857%",POSITIVE
smetto di fare i compiti e mi prendo una pausa senza sentirmi irritabile,anger,"Negative: 0.2701950%,
Neutral: 0.4840020%,
Positive: 0.2458030%",NEUTRAL
Non mi sento molto graziosa oggi,sadness,"Negative: 0.8740072%,
Neutral: 0.0102592%,
Positive: 0.1157335%",NEGATIVE
Pensavo che mi sarebbe mancato sentirmi utile,sadness,"Negative: 0.0225187%,
Neutral: 0.0071526%,
Positive: 0.9703287%",POSITIVE
il momento in cui mi trovo mi ha fatto sentire speciale,joy,"Negative: 0.0001424%,
Neutral: 0.0012114%,
Positive: 0.9986463%",POSITIVE
mi è piaciuto soprattutto perché ha un valore di intrattenimento dato che è una lettura veloce e soprattutto divertente e allo stesso tempo ho avuto anche diversi scrupoli che mi hanno fatto sentire insoddisfatto,sadness,"Negative: 0.0003778%,
Neutral: 0.0009305%,
Positive: 0.9986916%",POSITIVE
Credo che tutti possano sentirsi energici dopo l'ascolto,optimism,"Negative: 0.0001560%,
Neutral: 0.0098455%,
Positive: 0.9899985%",POSITIVE
Non riesco ancora a liberarmi della sensazione che lui ci ami entrambi allo stesso modo,joy,"Negative: 0.0479888%,
Neutral: 0.0273935%,
Positive: 0.9246177%",POSITIVE
"Sono stato un professionista nel nascondere i miei veri sentimenti, ma le crepe si stanno manifestando, quindi le riparerò e mi impegnerò di nuovo a essere la roccia felice di supporto",optimism,"Negative: 0.0430376%,
Neutral: 0.1748450%,
Positive: 0.7821175%",POSITIVE
"la sera tornavo stanco morto e coperto di fango con la sensazione di aver finalmente realizzato qualcosa di utile, qualcosa di cui potevo provare vero orgoglio e gioia",optimism,"Negative: 0.0873962%,
Neutral: 0.1177104%,
Positive: 0.7948935%",POSITIVE
"Trovo che sia illuminante e brillante quando mi sento felice, ma può essere fastidioso e leggermente irritante quando la mente disordinata si mette in moto",anger,"Negative: 0.0008259%,
Neutral: 0.0009514%,
Positive: 0.9982226%",POSITIVE
mi sento torturato,sadness,"Negative: 0.8459396%,
Neutral: 0.1532277%,
Positive: 0.0008327%",NEGATIVE
Ho la sensazione che avrebbe preso qualcosa di molto più economico e meno favoloso,joy,"Negative: 0.9934084%,
Neutral: 0.0035293%,
Positive: 0.0030624%",NEGATIVE
"mi sento avido nel volerlo ritirare ancora un po', ma ecco fatto, lo voglio",joy,"Negative: 0.0015393%,
Neutral: 0.0312483%,
Positive: 0.9672124%",POSITIVE
"Non mi sentivo bene, quindi abbiamo dovuto annullare i nostri piani per partecipare a una riunione di famiglia più numerosa",sadness,"Negative: 0.9900088%,
Neutral: 0.0098035%,
Positive: 0.0001876%",NEGATIVE
Mi sono sentito mentito e abusato dagli istituti di credito,sadness,"Negative: 0.9837644%,
Neutral: 0.0160665%,
Positive: 0.0001692%",NEGATIVE
Mi sento arrabbiato per questo e confuso su come potrebbe già risposarsi e soprattutto con il fratello di mio padre,anger,"Negative: 0.9971893%,
Neutral: 0.0026370%,
Positive: 0.0001737%",NEGATIVE
mi sento sicuramente trionfante ultimamente,joy,"Negative: 0.0001843%,
Neutral: 0.0018961%,
Positive: 0.9979196%",POSITIVE
mi sento così ribelle nei confronti dei miei genitori per non avergli fatto sapere cosa sto facendo per il momento e nei confronti dei miei amici che sono stati via per molto tempo ed erano entusiasti di incontrarmi lì,sadness,"Negative: 0.9844533%,
Neutral: 0.0149709%,
Positive: 0.0005759%",NEGATIVE
in realtà mi sono preso solo una pausa di due ore perché mi sentivo troppo incazzato per continuare a scrivere,anger,"Negative: 0.9932569%,
Neutral: 0.0065905%,
Positive: 0.0001526%",NEGATIVE
"mi sento tremante nel parlarne con chiunque, soprattutto in pubblico, come se fossi una pallina di lacrime esplosive che aspetta solo di riversarsi ovunque",sadness,"Negative: 0.9339986%,
Neutral: 0.0594446%,
Positive: 0.0065567%",NEGATIVE
Mi sentivo senza speranza più che disperato perché soffrivo di reflusso acido da settimane,sadness,"Negative: 0.9794664%,
Neutral: 0.0199961%,
Positive: 0.0005375%",NEGATIVE
"riesco a sentire l'acqua ghiacciata che mi congela le viscere, soprattutto entrando dalla pianta dei piedi, e inizia l'intorpidimento",sadness,"Negative: 0.2413759%,
Neutral: 0.5240110%,
Positive: 0.2346131%",NEUTRAL
mi sentivo un po' nostalgico e ho scritto tutto questo letteralmente senza pensare a quello che stavo scrivendo,joy,"Negative: 0.0012171%,
Neutral: 0.0021419%,
Positive: 0.9966410%",POSITIVE
in qualche modo mi sento più insicuro che mai nel spiegare la mia ricerca,sadness,"Negative: 0.9396467%,
Neutral: 0.0585329%,
Positive: 0.0018205%",NEGATIVE
"Sento che devo fare, è la mia vocazione creativa, la passione della mia vita",optimism,"Negative: 0.0001531%,
Neutral: 0.0116373%,
Positive: 0.9882096%",POSITIVE
Ti stavo solo dicendo cosa provo per te e tutto ciò che hai risposto è stato da quando hai iniziato a prenderti così tanto cura di me,optimism,"Negative: 0.0007043%,
Neutral: 0.0088347%,
Positive: 0.9904611%",POSITIVE
"ho semplicemente ascoltato Ed e poi, dopo essermi pentito, mi sono sdraiato sul pavimento con il mal di gola e il cuore che batteva a ritmo strano",sadness,"Negative: 0.9764935%,
Neutral: 0.0215702%,
Positive: 0.0019363%",NEGATIVE
mi sento così disgustato da me stesso per avermi sentito così,anger,"Negative: 0.9651334%,
Neutral: 0.0128515%,
Positive: 0.0220150%",NEGATIVE
Mi sento anche leggermente sollevato dal fatto che non abbiamo discusso con lui del linguaggio razzista,sadness,"Negative: 0.0151837%,
Neutral: 0.0854255%,
Positive: 0.8993908%",POSITIVE
Sento decisamente che quelle sono tenere misericordie da parte del Padre celeste,joy,"Negative: 0.0001395%,
Neutral: 0.0068899%,
Positive: 0.9929705%",POSITIVE
"mi sento molto più a mio agio nel trovare quelle persone che hanno articolato una visione che corrisponde alla mia che hanno trovato le parole per dire quello che penso e, soprattutto, quello che sento sono un a href http it",optimism,"Negative: 0.0002783%,
Neutral: 0.0017866%,
Positive: 0.9979351%",POSITIVE
"Mi sentivo molto amareggiato nei suoi confronti, quindi le mie risposte sono state piuttosto fredde",anger,"Negative: 0.9916916%,
Neutral: 0.0078128%,
Positive: 0.0004956%",NEGATIVE
mi sento insolitamente tranquillo senza dovermi preoccupare di nessuna delle cose sopra menzionate senza dover fare affidamento sul tylenol pm o sul nyquil per farmi addormentare,joy,"Negative: 0.0001789%,
Neutral: 0.0022811%,
Positive: 0.9975400%",POSITIVE
Riesco a completare il giro non troppo lontano dai primi e mi sento piuttosto esultante finché non realizzo che questo è solo il riscaldamento,joy,"Negative: 0.0011873%,
Neutral: 0.0177878%,
Positive: 0.9810249%",POSITIVE
mi sento come se dovessi tornare indietro e chiarire ogni affermazione in modo da non agitare la gente,anger,"Negative: 0.0162880%,
Neutral: 0.9737767%,
Positive: 0.0099354%",NEUTRAL
Sento che Peter era convinto della sua indegnità,optimism,"Negative: 0.1178930%,
Neutral: 0.8762605%,
Positive: 0.0058465%",NEUTRAL
"Stavo bene, avevo anche fatto alcune cuciture chiuse e mi sentivo abbastanza orgoglioso di me stesso finché non mi sono reso conto che avevo fatto delle cuciture troppo grandi",joy,"Negative: 0.0002679%,
Neutral: 0.0024764%,
Positive: 0.9972557%",POSITIVE
Mi sento piuttosto festoso qui nel sud della Florida,joy,"Negative: 0.0004445%,
Neutral: 0.0122113%,
Positive: 0.9873443%",POSITIVE
Sono ancora un po' scioccato per la notizia di ieri che Papa Benedetto XVI ha deciso di dimettersi,sadness,"Negative: 0.8882619%,
Neutral: 0.1025344%,
Positive: 0.0092036%",NEGATIVE
mi sento così orgoglioso,joy,"Negative: 0.0001327%,
Neutral: 0.0012010%,
Positive: 0.9986663%",POSITIVE
sono arrivato ad Austin subito dopo la notte scorsa esausto e mi sentivo ancora piuttosto schifoso per il freddo che ho avuto a Seattle la settimana scorsa,sadness,"Negative: 0.9967356%,
Neutral: 0.0029096%,
Positive: 0.0003548%",NEGATIVE
"Ricordo di essermi sentito amato, bello, speciale e sudato, a dire il vero",joy,"Negative: 0.0001136%,
Neutral: 0.0022945%,
Positive: 0.9975919%",POSITIVE
mi sento estremamente di merda oggi,sadness,"Negative: 0.1420475%,
Neutral: 0.0314886%,
Positive: 0.8264639%",POSITIVE
mi piace quando le persone fanno astutamente e con umorismo un libro che è diventato troppo grande per i suoi stivali e ora mi sento ispirato a fare lo stesso anch'io,joy,"Negative: 0.0001914%,
Neutral: 0.0027288%,
Positive: 0.9970798%",POSITIVE
Avevo molto caldo e ho pensato di preparare un sorbetto per rinfrescarmi,anger,"Negative: 0.0836822%,
Neutral: 0.8197019%,
Positive: 0.0966160%",NEUTRAL
capisco perché è preoccupata perché sono stato abbastanza onesto nel sentirmi di merda per tutto questo,anger,"Negative: 0.6204666%,
Neutral: 0.2656800%,
Positive: 0.1138534%",NEGATIVE
"alla fine sarei entrata in questi negozi ma ho dovuto trovare molto coraggio e una volta dentro mi sarei sentita comunque molto a disagio, cosa che sappiamo tutti non è normale per me",sadness,"Negative: 0.9962091%,
Neutral: 0.0032274%,
Positive: 0.0005633%",NEGATIVE
mi sento così felice di far parte delle tue giornate,joy,"Negative: 0.0001684%,
Neutral: 0.0011626%,
Positive: 0.9986689%",POSITIVE
mi sentivo superiore in una cosa,optimism,"Negative: 0.0014621%,
Neutral: 0.0564396%,
Positive: 0.9420983%",POSITIVE
Mi sento più determinato che mai adesso e raggiungerò il mio obiettivo di peso,optimism,"Negative: 0.0005318%,
Neutral: 0.1120142%,
Positive: 0.8874540%",POSITIVE
chiamo il mio ex così non devo sentirmi in colpa per tutti gli altri uomini con cui vado a letto mentre lui si sta facendo quattro anni di allungamento,sadness,"Negative: 0.0015566%,
Neutral: 0.9955850%,
Positive: 0.0028585%",NEUTRAL
"ho letto da qualche parte che anche se il resto della relazione è perfetto e c'è un problema che non può essere risolto o ritieni che non sia stato risolto, consumerà il resto della relazione",sadness,"Negative: 0.0072147%,
Neutral: 0.0115540%,
Positive: 0.9812313%",POSITIVE
all'improvviso mi sento come il Grinch scontroso o Jack Skeletron,anger,"Negative: 0.0099289%,
Neutral: 0.9860287%,
Positive: 0.0040424%",NEUTRAL
"ho provato una sensazione simile quando ho capito di essere stato ammesso all'università, ero a casa",fear,"Negative: 0.0003926%,
Neutral: 0.0229972%,
Positive: 0.9766102%",POSITIVE
Ho questa sensazione confusa e mi sento davvero poco importante per le persone intorno a me,sadness,"Negative: 0.9977806%,
Neutral: 0.0019975%,
Positive: 0.0002219%",NEGATIVE
Avevo bisogno di rilassarmi perché non avevo voglia di essere produttivo e il tempo non lo era,sadness,"Negative: 0.9903439%,
Neutral: 0.0090779%,
Positive: 0.0005783%",NEGATIVE
"sento che le mie speranze non sono state vane, ha detto",optimism,"Negative: 0.0101943%,
Neutral: 0.5900909%,
Positive: 0.3997147%",NEUTRAL
mi è venuta la febbre e anche i miei colleghi mi hanno invitato a tornare a casa prima ancora che avessi la possibilità di aprire bocca e dire l'obbligo non mi sento così accaldato,sadness,"Negative: 0.1286263%,
Neutral: 0.8591665%,
Positive: 0.0122072%",NEUTRAL
Mi sento così impotente sapendo che non posso proteggerli e ora mi preoccupo per gli altri,sadness,"Negative: 0.9945239%,
Neutral: 0.0051118%,
Positive: 0.0003643%",NEGATIVE
Onestamente mi sento nel cuore che dovremmo essere fedeli l'uno all'altro se è la tua ragazza,optimism,"Negative: 0.0006482%,
Neutral: 0.0450389%,
Positive: 0.9543128%",POSITIVE
Posso sentirti muovere ogni giorno adesso ed è un po' strano non poterti chiamare per nome,sadness,"Negative: 0.8915740%,
Neutral: 0.0989198%,
Positive: 0.0095063%",NEGATIVE
"ci penso, provo un misto frettoloso di eccitazione e nervosismo",fear,"Negative: 0.2396396%,
Neutral: 0.3676457%,
Positive: 0.3927148%",POSITIVE
"Mi sento odiato lì, ma ho dovuto ricordare al mio io egoista che niente di tutto questo riguardava me",anger,"Negative: 0.9974917%,
Neutral: 0.0022174%,
Positive: 0.0002909%",NEGATIVE
"ne ho parlato a uno dei miei amici più cari e beh, mi sento un po' spaventato all'idea di affidare il mio segreto a qualcun altro ma allo stesso tempo mi sento anche meglio pensando che ora ho qualcuno con cui condividere i miei sentimenti per quella persona speciale",optimism,"Negative: 0.8274636%,
Neutral: 0.1631147%,
Positive: 0.0094216%",NEGATIVE
penso che sia un errore perché non è forte quanto dovrebbe essere,sadness,"Negative: 0.9858806%,
Neutral: 0.0138648%,
Positive: 0.0002547%",NEGATIVE
mi sento estremamente intimidito,fear,"Negative: 0.0055322%,
Neutral: 0.0097374%,
Positive: 0.9847305%",POSITIVE
sento che non devo diventare così invidioso,sadness,"Negative: 0.6309948%,
Neutral: 0.0462887%,
Positive: 0.3227165%",NEGATIVE
"So come ti senti, sono stato depresso una volta per diversi giorni",sadness,"Negative: 0.9962084%,
Neutral: 0.0034440%,
Positive: 0.0003475%",NEGATIVE
So che prenderò la mia cioccolata fondente ogni giorno e non mi sentirò privato,optimism,"Negative: 0.0005641%,
Neutral: 0.0110114%,
Positive: 0.9884245%",POSITIVE
mi sento adorabile dentro,joy,"Negative: 0.0001542%,
Neutral: 0.0010330%,
Positive: 0.9988128%",POSITIVE
"mi sentivo abbastanza bene per la giornata che mi aspettava, ma poi la situazione è peggiorata in assoluto quando all'improvviso mi sono reso conto che ho una paura terribile dell'acqua e non riesco a stare dentro",fear,"Negative: 0.9414582%,
Neutral: 0.0215987%,
Positive: 0.0369430%",NEGATIVE
"Devo trovare alcuni cestini per riporre gli oggetti e montare dei ganci per asciugare il filo, ma mi sembra già così speciale",joy,"Negative: 0.0002377%,
Neutral: 0.0026193%,
Positive: 0.9971430%",POSITIVE
ritengo che sia una preziosa aggiunta al repertorio di qualsiasi insegnante,optimism,"Negative: 0.0001145%,
Neutral: 0.0019627%,
Positive: 0.9979228%",POSITIVE
ho ascoltato le argomentazioni orali di un caso che mi ha lasciato frustrato e confuso,anger,"Negative: 0.9952050%,
Neutral: 0.0046264%,
Positive: 0.0001686%",NEGATIVE
mi sento come se Marjane avesse dovuto vivere un'infanzia molto frettolosa non tanto per quello che accadeva intorno a lei ma per il suo ardente bisogno di sapere tutto,sadness,"Negative: 0.0065963%,
Neutral: 0.4196393%,
Positive: 0.5737644%",POSITIVE
mi sento dannatamente fantastico stamattina,joy,"Negative: 0.0002927%,
Neutral: 0.0007822%,
Positive: 0.9989251%",POSITIVE
"mi sento così schiacciato odio questa sensazione ecco perché non mi piace stringermi sugli autobus o nella metropolitana a meno che non sia con persone, il che non è poi così male rispetto allo stare da solo",disgust,"Negative: 0.9974430%,
Neutral: 0.0022606%,
Positive: 0.0002965%",NEGATIVE
mi sono svegliato estasiato per circa secondi e poi la realtà mi ha colpito e mi ha fatto arrabbiare di nuovo,sadness,"Negative: 0.9518717%,
Neutral: 0.0387187%,
Positive: 0.0094097%",NEGATIVE
mi sento disgustato da te,anger,"Negative: 0.9679186%,
Neutral: 0.0277483%,
Positive: 0.0043332%",NEGATIVE
Faccio un respiro profondo e i miei polmoni si sentono bisognosi,sadness,"Negative: 0.0018523%,
Neutral: 0.8695312%,
Positive: 0.1286165%",NEUTRAL
"Non mi sono mai preoccupato particolarmente della mia età o del processo di invecchiamento e anche se mi sento leggermente sorpreso dal fatto che lo sia quasi, non mi importa davvero",anticipation,"Negative: 0.0003904%,
Neutral: 0.0018305%,
Positive: 0.9977791%",POSITIVE
Indosso questa storia come protezione dal sentire la vulnerabilità di amare e dipendere semplicemente da un altro essere umano,sadness,"Negative: 0.0020130%,
Neutral: 0.0754460%,
Positive: 0.9225411%",POSITIVE
"Mi sento solo personalmente devastato dal fatto che ciò sia accaduto nel mio college, nella scuola in cui studio",sadness,"Negative: 0.9549682%,
Neutral: 0.0400939%,
Positive: 0.0049379%",NEGATIVE
"non sto parlando di relazioni qui, solo di quel momento iniziale di attrazione quando incontri qualcuno per la prima volta, come ci si sente a quel punto ad essere un po' svantaggiati",sadness,"Negative: 0.0020487%,
Neutral: 0.9951624%,
Positive: 0.0027888%",NEUTRAL
Mi ritrovo ancora a visitarlo nei miei giorni insignificanti in cui mi sento perso su come ottenere la gioia di un'esistenza pacifica,joy,"Negative: 0.1915051%,
Neutral: 0.6237170%,
Positive: 0.1847780%",NEUTRAL
mi sembra di provare un certo affetto per questo vecchio curioso,joy,"Negative: 0.0187296%,
Neutral: 0.2123877%,
Positive: 0.7688826%",POSITIVE
desidero così tanto avere successo e non essere frenetico che il tempo di preparazione possa occupare il mio tempo per dipingere i miei progetti,optimism,"Negative: 0.0003582%,
Neutral: 0.0035693%,
Positive: 0.9960725%",POSITIVE
"non vengo da un passato perfetto vengo da un passato che sembra molto disordinato, rumoroso, caotico e pieno di parole parole parole che non hanno mai significato molto o erano bugie",sadness,"Negative: 0.1868738%,
Neutral: 0.0148146%,
Positive: 0.7983117%",POSITIVE
mi sento sempre così inadeguato,sadness,"Negative: 0.7955187%,
Neutral: 0.1690089%,
Positive: 0.0354724%",NEGATIVE
Mi sento in colpa a dirlo e come se fosse solo una scusa o qualcosa del genere,sadness,"Negative: 0.9837714%,
Neutral: 0.0159338%,
Positive: 0.0002948%",NEGATIVE
"mi sento come se fossi stato punito, gt, gt, gt, qualcosa che avresti potuto evitare, accidenti, semplicemente essendo onesto",anger,"Negative: 0.0309670%,
Neutral: 0.9582578%,
Positive: 0.0107752%",NEUTRAL
