text,label,sentiment,dominant_sentiment
mi sono sentito vuoto,sadness,"Negative: 0.9903226%,
Neutral: 0.0094609%,
Positive: 0.0002163%",NEGATIVE
mi sento più o meno come questa scena da un href http www,joy,"Negative: 0.0031561%,
Neutral: 0.9879793%,
Positive: 0.0088647%",NEUTRAL
"Potrei non sentirmi davvero superiore, ma sicuramente sentivo di avere le risposte, vero?",anticipation,"Negative: 0.0009368%,
Neutral: 0.0858063%,
Positive: 0.9132569%",POSITIVE
ho l'impressione che siano ridicoli e sprechino spazio o che siano così banali che avrebbero dovuto prima dare un'occhiata al libro e inventare qualcosa di un po' più originale,disgust,"Negative: 0.9930917%,
Neutral: 0.0065414%,
Positive: 0.0003669%",NEGATIVE
mi sento come una debole canoa che galleggia verso uno tsunami in aumento,disgust,"Negative: 0.8606620%,
Neutral: 0.1384250%,
Positive: 0.0009130%",NEGATIVE
provo compassione nei suoi confronti era stanca e affaticata e capisco come un dubbio di una frazione di secondo possa far sembrare il semplice gesto di restare immobile l'opzione migliore,sadness,"Negative: 0.3015636%,
Neutral: 0.1339809%,
Positive: 0.5644555%",POSITIVE
comincio a sentirmi non amato e poco apprezzato,sadness,"Negative: 0.9960892%,
Neutral: 0.0036129%,
Positive: 0.0002979%",NEGATIVE
Voglio solo conoscere la sensazione di amare ed essere amato,joy,"Negative: 0.0001511%,
Neutral: 0.0013761%,
Positive: 0.9984728%",POSITIVE
mi sento strano a parlare di cose meno serie in questo momento come cucinare,sadness,"Negative: 0.9503367%,
Neutral: 0.0475070%,
Positive: 0.0021562%",NEGATIVE
a volte ho il bisogno di dare di matto perché mi sento molto infastidito e di solito nulla mi ha fatto sentire infastidito o irritato mi gratto le braccia quando sono arrabbiato,sadness,"Negative: 0.9927614%,
Neutral: 0.0066264%,
Positive: 0.0006124%",NEGATIVE
mi sento infelice e a lui non importa,sadness,"Negative: 0.9969066%,
Neutral: 0.0028983%,
Positive: 0.0001952%",NEGATIVE
"non mi sorprende perché va bene quando ti senti uno schifo e la cosa continua per giorni o giù di lì, cerchi davvero di evitare di ammalarti di nuovo",sadness,"Negative: 0.9438384%,
Neutral: 0.0268364%,
Positive: 0.0293252%",NEGATIVE
Mi sento un po' irritabile oggi,anger,"Negative: 0.9893350%,
Neutral: 0.0097070%,
Positive: 0.0009581%",NEGATIVE
mi piace aggiungere cose che ho già completato ai miei tempi a un nuovo elenco solo per sentirmi più produttivo quando le cancello,optimism,"Negative: 0.0006912%,
Neutral: 0.0064274%,
Positive: 0.9928813%",POSITIVE
mi sento sempre affrettato durante queste e-mail che non mi piacciono ma questo è il caso,sadness,"Negative: 0.9740552%,
Neutral: 0.0216178%,
Positive: 0.0043270%",NEGATIVE
mi sento come se ora fosse più una mela dolce,joy,"Negative: 0.0001085%,
Neutral: 0.0032219%,
Positive: 0.9966696%",POSITIVE
"Sono rimasto molto colpito dallo spettacolo, soprattutto per Hs, e mi ha commosso vedere questi ragazzi talentuosi, ma poi sono molto appassionato di produzioni, musica e teatro nelle scuole, quindi sono sempre felice di sostenere molte produzioni di Hs durante le loro stagioni durante questo periodo",joy,"Negative: 0.0001204%,
Neutral: 0.0029166%,
Positive: 0.9969630%",POSITIVE
"sento che dovrei sostenerli in qualche modo, ma non sono sicuro di come",sadness,"Negative: 0.0078911%,
Neutral: 0.9814621%,
Positive: 0.0106467%",NEUTRAL
ho molte cose da fare nella mia vita e mi sento sopraffatto,sadness,"Negative: 0.8585390%,
Neutral: 0.0937201%,
Positive: 0.0477408%",NEGATIVE
davo per scontato qualche settimana fa è davvero strano e mi fa sentire davvero agitato e frustrato,anger,"Negative: 0.9977440%,
Neutral: 0.0018444%,
Positive: 0.0004117%",NEGATIVE
So anche cosa si prova a vivere una relazione in cui ti senti un peso e troppo e non vale la pena amarla o perseguirla ed è semplicemente,sadness,"Negative: 0.8322676%,
Neutral: 0.1598467%,
Positive: 0.0078857%",NEGATIVE
"So cosa intendi con ""sentirsi agitato"".",fear,"Negative: 0.0393206%,
Neutral: 0.9602132%,
Positive: 0.0004661%",NEUTRAL
mi sento sotto pressione per bloggare il cattivo,sadness,"Negative: 0.8908848%,
Neutral: 0.1045419%,
Positive: 0.0045732%",NEGATIVE
ho voglia di essere socievole e semplicemente aaaah,joy,"Negative: 0.0006999%,
Neutral: 0.0741134%,
Positive: 0.9251868%",POSITIVE
non mi sono sentito affatto privato di averlo nel mio chai stamattina,sadness,"Negative: 0.0186927%,
Neutral: 0.3865489%,
Positive: 0.5947584%",POSITIVE
mi sentivo molto insicuro di me stesso e vicino al punto di rottura,sadness,"Negative: 0.9933629%,
Neutral: 0.0063065%,
Positive: 0.0003306%",NEGATIVE
Ricordo che lasciavo la chiesa sentendomi rinvigorito ogni domenica e martedì sera,joy,"Negative: 0.0022242%,
Neutral: 0.9774743%,
Positive: 0.0203015%",NEUTRAL
Non dirò più a nessuno cosa provo o cosa penso perché tutto ciò che sembra fare è farmi odiare ancora di più di quanto lo sia già,anger,"Negative: 0.9966948%,
Neutral: 0.0023752%,
Positive: 0.0009300%",NEGATIVE
"le ho chiesto cosa intendesse con ""si sentirà gelosa di avere un sacco di ragazze su di me"" e poi ha detto ""forse mi piaci un po'""",anger,"Negative: 0.0272301%,
Neutral: 0.9720553%,
Positive: 0.0007146%",NEUTRAL
sento di sostenere le truppe chiedendo di non mandare i nostri giovani uomini e donne in pericolo a portare armi contro un paese che non ha mai fatto nulla per minacciarci,anger,"Negative: 0.0013937%,
Neutral: 0.9947924%,
Positive: 0.0038140%",NEUTRAL
mi sento tutto strano a volte,joy,"Negative: 0.2862592%,
Neutral: 0.6872303%,
Positive: 0.0265105%",NEUTRAL
mi sento crampo e irritabile,sadness,"Negative: 0.9899449%,
Neutral: 0.0097250%,
Positive: 0.0003300%",NEGATIVE
Allora ho fatto presente che mi sentivo piuttosto sopraffatto dalle responsabilità lavorative di insegnamento dei viaggi e della scrittura,sadness,"Negative: 0.7036667%,
Neutral: 0.2893217%,
Positive: 0.0070116%",NEGATIVE
dico solo che non mi sento nemmeno in imbarazzo quando metto in pausa e riavvolgo i miei spot pubblicitari se appare l'anteprima di Breaking Dawn,optimism,"Negative: 0.4316176%,
Neutral: 0.4694856%,
Positive: 0.0988969%",NEUTRAL
Trascorro molto tempo sentendomi deluso da me stesso per non aver fatto un lavoro migliore nel raggiungere i miei obiettivi,sadness,"Negative: 0.9976432%,
Neutral: 0.0021067%,
Positive: 0.0002501%",NEGATIVE
mi sento stressato ma amo la sensazione dello spirito calmante del mio padre celeste e la sensazione di continuare a lavorare,joy,"Negative: 0.0001317%,
Neutral: 0.0014855%,
Positive: 0.9983828%",POSITIVE
mi sento più grato di essere stato accolto da molti amici e famiglie,joy,"Negative: 0.0001314%,
Neutral: 0.0012903%,
Positive: 0.9985783%",POSITIVE
non mi sento più condannato a cadere nell'abisso senza via d'uscita,sadness,"Negative: 0.1056465%,
Neutral: 0.8548264%,
Positive: 0.0395272%",NEUTRAL
L'ho comprato da Urban Outfitters in modo che potesse adattarsi alla pellicola mm e da allora ho provato rimorso,sadness,"Negative: 0.9830379%,
Neutral: 0.0165641%,
Positive: 0.0003980%",NEGATIVE
non riesco proprio a sentirmi accettato,sadness,"Negative: 0.9708564%,
Neutral: 0.0272968%,
Positive: 0.0018468%",NEGATIVE
Ho la sensazione che il beagle in radica mi lancerebbe uno dei suoi sguardi disgustati se anche solo provassi a farla esercitare in un ambiente così senz'anima,anger,"Negative: 0.0028666%,
Neutral: 0.0255632%,
Positive: 0.9715703%",POSITIVE
devo solo accettare di essere trattata come una principessa ogni giorno senza sentirmi stupida per la situazione,optimism,"Negative: 0.9951793%,
Neutral: 0.0043587%,
Positive: 0.0004620%",NEGATIVE
mi sono appena alzato dal pisolino e mi sento così esausto che mi sento come se potessi crollare sul pavimento restando seduto qui,sadness,"Negative: 0.9912248%,
Neutral: 0.0074309%,
Positive: 0.0013442%",NEGATIVE
mi sento molto indeciso a riguardo,sadness,"Negative: 0.2911963%,
Neutral: 0.6935321%,
Positive: 0.0152717%",NEUTRAL
"Penso che se il recipiente a pressione fosse stato gravemente danneggiato, sarebbero fuoriuscite molte più radiazioni, ha detto",sadness,"Negative: 0.9199647%,
Neutral: 0.0792168%,
Positive: 0.0008186%",NEGATIVE
ho di meglio da fare che sentirmi umiliato,anger,"Negative: 0.0004598%,
Neutral: 0.0027542%,
Positive: 0.9967860%",POSITIVE
Sento che non c'è meraviglia in tutto ciò che vedi: devi amare incondizionatamente,joy,"Negative: 0.0137437%,
Neutral: 0.0054914%,
Positive: 0.9807649%",POSITIVE
mi sento un po' malinconico,sadness,"Negative: 0.8185421%,
Neutral: 0.1231513%,
Positive: 0.0583067%",NEGATIVE
Credo che sentirsi accettati in modo non giudicante possa essere curativo,optimism,"Negative: 0.0093146%,
Neutral: 0.8378915%,
Positive: 0.1527940%",NEUTRAL
mi sento stressato,sadness,"Negative: 0.9698098%,
Neutral: 0.0298356%,
Positive: 0.0003545%",NEGATIVE
mi sento abbastanza benevolo da comprargli delle noccioline e altri dolcetti,optimism,"Negative: 0.0002770%,
Neutral: 0.0024009%,
Positive: 0.9973221%",POSITIVE
"mi sento bene, classe, appuntalo layout conteggio pulsanti appuntalo orizzontalmente",anticipation,"Negative: 0.0001197%,
Neutral: 0.0220816%,
Positive: 0.9777988%",POSITIVE
Mi sento così inutile e inutile nelle ultime settimane solo perché sono uno stander certificato a casa,sadness,"Negative: 0.9979113%,
Neutral: 0.0018281%,
Positive: 0.0002606%",NEGATIVE
mi sento immensamente distratto dalla raffica di media che ricevo sollecitazioni,sadness,"Negative: 0.8083124%,
Neutral: 0.1630340%,
Positive: 0.0286536%",NEGATIVE
ho sentito dai miei fan adoranti che saresti stato come te che sei mio amico qui mi sono sentito coraggioso ed emozionato e mi sono avventurato con la chitarra in mano ad una serata locale con microfono aperto,joy,"Negative: 0.0001373%,
Neutral: 0.0027648%,
Positive: 0.9970980%",POSITIVE
Adoro e ho catturato una sensazione atmosferica nei loro paesaggi che mi ha davvero colpito,joy,"Negative: 0.0001480%,
Neutral: 0.0016889%,
Positive: 0.9981630%",POSITIVE
la sua mano iniziò ad accarezzare il suo cazzo dolorante attraverso il tessuto dei boxer e istintivamente inarcò la schiena per sentire ancora di più quella deliziosa sensazione,joy,"Negative: 0.0035112%,
Neutral: 0.7384105%,
Positive: 0.2580784%",NEUTRAL
"mi sento energico, produttivo e creativo",joy,"Negative: 0.0001039%,
Neutral: 0.0026284%,
Positive: 0.9972678%",POSITIVE
mi sento fortunato ad averlo,joy,"Negative: 0.0006907%,
Neutral: 0.0028265%,
Positive: 0.9964827%",POSITIVE
Sento che è vitale mantenere il mio spirito giovane anche se il mio corpo svanisce,optimism,"Negative: 0.0065365%,
Neutral: 0.1106989%,
Positive: 0.8827646%",POSITIVE
"mi sento agitato e infastidito più che preoccupato o impaurito, ma questi sentimenti possono facilmente portarmi ad essere irascibile con la mia famiglia e a sentimenti di disarmonia",anger,"Negative: 0.9899732%,
Neutral: 0.0080211%,
Positive: 0.0020056%",NEGATIVE
Ho ancora paura ogni volta che entro in un posto strano,fear,"Negative: 0.9683294%,
Neutral: 0.0291301%,
Positive: 0.0025405%",NEGATIVE
non ritengo che l'autore abbia talento,anticipation,"Negative: 0.9825354%,
Neutral: 0.0162597%,
Positive: 0.0012049%",NEGATIVE
mi sento così stanco e annoiato,sadness,"Negative: 0.9961073%,
Neutral: 0.0034453%,
Positive: 0.0004474%",NEGATIVE
"ne sono abbastanza sicuro ed è passata circa una settimana e mezza, quindi anche se mi sento un po' tradita e disillusa dagli uomini in questo momento va tutto bene",sadness,"Negative: 0.1089621%,
Neutral: 0.2431150%,
Positive: 0.6479229%",POSITIVE
mi sento come se avessi perso la testa,sadness,"Negative: 0.3811544%,
Neutral: 0.6141368%,
Positive: 0.0047088%",NEUTRAL
potevo sentire il suo respiro su di me e annusare il suo dolce profumo,joy,"Negative: 0.0001379%,
Neutral: 0.0089230%,
Positive: 0.9909391%",POSITIVE
potrei semplicemente prendere le mie convinzioni e i miei sentimenti e chiuderli in una cassaforte da qualche parte finché non avrò sistemato la mia vita umana io e quasi tutti quelli che conosco saremmo molto più felici o forse no,optimism,"Negative: 0.0696991%,
Neutral: 0.9139662%,
Positive: 0.0163347%",NEUTRAL
mi sento terribilmente arrapato questa domenica mattina,joy,"Negative: 0.9887871%,
Neutral: 0.0079855%,
Positive: 0.0032274%",NEGATIVE
mi sento come se qualcuno là fuori dovesse ascoltare ed essere comprensivo e poi,sadness,"Negative: 0.0008997%,
Neutral: 0.9275205%,
Positive: 0.0715798%",NEUTRAL
Mi sentivo un po' vuoto e non riuscivo a pensare a nulla su cui scrivere che potesse essere interessante da esplorare o che avesse la mente affascinata,sadness,"Negative: 0.9910323%,
Neutral: 0.0081540%,
Positive: 0.0008137%",NEGATIVE
mi sono sentito prosciugato dal sonno dalla testa mi sono messo a sedere il mio cane mi ha dato una gomitata per chiedere affetto anche mia moglie ha voglia di affetto,joy,"Negative: 0.8638198%,
Neutral: 0.1327977%,
Positive: 0.0033826%",NEGATIVE
"Sento di aiutare altre donne con disturbi di infertilità, questa preziosa guida individuale viene offerta a un numero limitato di persone",optimism,"Negative: 0.0001761%,
Neutral: 0.0435871%,
Positive: 0.9562368%",POSITIVE
"Ricordo di essermi sentito invidioso, ma allora perché una persona giovane e sana dovrebbe invidiare qualcuno che è appena sopravvissuto",sadness,"Negative: 0.0301328%,
Neutral: 0.7665704%,
Positive: 0.2032968%",NEUTRAL
Mi sento ancora molto emozionato,sadness,"Negative: 0.0001117%,
Neutral: 0.0012962%,
Positive: 0.9985921%",POSITIVE
"Sto dormendo per l'ultima volta prima di alzarmi la mattina, mi sento come se quell'energia emotiva mi stesse aspettando",sadness,"Negative: 0.0037104%,
Neutral: 0.1308506%,
Positive: 0.8654389%",POSITIVE
"so che non cambierà nulla, anche se sono molto invidioso nei confronti di queste persone, ma non riesco a smettere di essere geloso nei loro confronti perché è un istinto degli esseri umani comportarsi in questo modo",anger,"Negative: 0.8091187%,
Neutral: 0.0168381%,
Positive: 0.1740432%",NEGATIVE
Sono felice di sentirmi senza energia e non molto ispirato a fare i miei mestieri,joy,"Negative: 0.0004797%,
Neutral: 0.0014523%,
Positive: 0.9980680%",POSITIVE
sono rimasto colpito dall'atmosfera maschile della grafica forte e dei colori profondi di questo mese dipingendo i nottambuli di Edward Hopper,joy,"Negative: 0.0002180%,
Neutral: 0.0050980%,
Positive: 0.9946840%",POSITIVE
mi sento come se tu non fossi lì con qualcuno con cui sto cercando di essere affettuoso mi sento come se stessi molestando uno sconosciuto che non conosco nemmeno,disgust,"Negative: 0.8643458%,
Neutral: 0.1255732%,
Positive: 0.0100809%",NEGATIVE
"Penso che sia il contrario, mi sento sconfitto perché stavo facendo tutto il possibile per mantenere il bambino sano e i miei zuccheri sotto controllo",sadness,"Negative: 0.9912061%,
Neutral: 0.0082581%,
Positive: 0.0005359%",NEGATIVE
"Sto cercando di non provare amarezza, ma come posso sentirmi altrimenti quando sembra che il mio desiderio sia praticamente impossibile",sadness,"Negative: 0.9848965%,
Neutral: 0.0141199%,
Positive: 0.0009835%",NEGATIVE
sento che se mi tormentano smetto di preoccuparmene,sadness,"Negative: 0.0092123%,
Neutral: 0.8281299%,
Positive: 0.1626577%",NEUTRAL
mi sento totalmente inutile oggi,sadness,"Negative: 0.9972492%,
Neutral: 0.0025105%,
Positive: 0.0002403%",NEGATIVE
Mi sento onorato di ricevere il premio per la preservazione della base,joy,"Negative: 0.0001223%,
Neutral: 0.0026654%,
Positive: 0.9972122%",POSITIVE
mi sento felice solo a sentirlo dire una cosa del genere,joy,"Negative: 0.0002133%,
Neutral: 0.0025851%,
Positive: 0.9972016%",POSITIVE
"mi vengono in mente pavement yurusei yatsura, coheed e cambria senza sentirmi offeso dal fatto che li abbiano derubati",anger,"Negative: 0.0311344%,
Neutral: 0.9625172%,
Positive: 0.0063484%",NEUTRAL
non provo alcuna considerazione positiva,sadness,"Negative: 0.7605041%,
Neutral: 0.2196960%,
Positive: 0.0197999%",NEGATIVE
mi sento molto meno brutto anatroccolo e molto più a href http,optimism,"Negative: 0.0777602%,
Neutral: 0.2321295%,
Positive: 0.6901103%",POSITIVE
suppongo che se uno si sentisse generoso si potrebbe dire che ero stressato dal viaggio in ascensore,sadness,"Negative: 0.2737912%,
Neutral: 0.7113791%,
Positive: 0.0148298%",NEUTRAL
Mi sento un po' malinconico e voglio davvero andare a casa e coccolarmi con i miei ragazzi,sadness,"Negative: 0.0018381%,
Neutral: 0.0032214%,
Positive: 0.9949405%",POSITIVE
"Mi sento come se le persone che amo desiderassero e di cui avessero bisogno non mi parlassero e non si connettessero più con me perché hanno problemi di salute mentale ed emotivi incasinati che non posso fare a meno di contribuire a contenere, comprendere o comprendere",sadness,"Negative: 0.9957684%,
Neutral: 0.0033984%,
Positive: 0.0008332%",NEGATIVE
sento che la sofferenza è più di quanto possa sopportare mi rifugio nel Signore nel Santissimo Sacramento e gli parlo con profondo silenzio,optimism,"Negative: 0.0004951%,
Neutral: 0.0168938%,
Positive: 0.9826111%",POSITIVE
ho paura e lol cosa c'è di nuovo?,fear,"Negative: 0.0061027%,
Neutral: 0.9798337%,
Positive: 0.0140635%",NEUTRAL
"quello che scrivo e condivido qui riguarda molto di più la mia storia e ciò in cui credo con tutto il cuore che il mondo abbia bisogno di conoscere le ricchezze che abbiamo in Dio piuttosto che il fatto che mi senta arrabbiato o cerchi di colpire le persone, i leader e i genitori",anger,"Negative: 0.0001082%,
Neutral: 0.0051497%,
Positive: 0.9947420%",POSITIVE
Mi sento stordito e ho un sacco di cose in mente,sadness,"Negative: 0.2012495%,
Neutral: 0.2446868%,
Positive: 0.5540636%",POSITIVE
mi sento così spaventato quando le voci da lì iniziano a parlarmi,fear,"Negative: 0.8952767%,
Neutral: 0.0987275%,
Positive: 0.0059957%",NEGATIVE
mi sento molto onorato di aver fatto parte della famiglia Bond e spero davvero di avere la possibilità di lavorare di nuovo con loro in futuro,joy,"Negative: 0.0001009%,
Neutral: 0.0018958%,
Positive: 0.9980033%",POSITIVE
"mi sento insultato, Pete Edochie risponde alla morte",anger,"Negative: 0.9299952%,
Neutral: 0.0696839%,
Positive: 0.0003208%",NEGATIVE
"mi sento, ma non in misura così ostile",anger,"Negative: 0.4395570%,
Neutral: 0.5396947%,
Positive: 0.0207483%",NEUTRAL
mi sento sempre così sotto pressione,sadness,"Negative: 0.0015308%,
Neutral: 0.2730028%,
Positive: 0.7254664%",POSITIVE
mi sono fulminato il pollice e non riesco a scrivere molto bene perché non riesco davvero a sentire alcune delle mie dita come scusa accettabile per un compito in ritardo,sadness,"Negative: 0.9968377%,
Neutral: 0.0027175%,
Positive: 0.0004447%",NEGATIVE
Avevo il telefono in tasca e non sentivo la tentazione di perdermi dentro,sadness,"Negative: 0.0225586%,
Neutral: 0.2015076%,
Positive: 0.7759338%",POSITIVE
Mi siedo qui a scrivere questo e mi sento infelice dentro,sadness,"Negative: 0.9973464%,
Neutral: 0.0023639%,
Positive: 0.0002896%",NEGATIVE
potevo sentire il terrore comprensivo di mia madre quando mi è stata diagnosticata,sadness,"Negative: 0.1192713%,
Neutral: 0.8291474%,
Positive: 0.0515812%",NEUTRAL
"rimango deluso, mi fa sentire così rifiutato, soprattutto essere deluso da una persona cara",sadness,"Negative: 0.9981921%,
Neutral: 0.0015248%,
Positive: 0.0002830%",NEGATIVE
me ne sono andato sentendomi sbalordito,sadness,"Negative: 0.0003718%,
Neutral: 0.0128592%,
Positive: 0.9867690%",POSITIVE
"Mi sento vulnerabile, nervoso, preoccupato, ansioso e un po' perso",fear,"Negative: 0.8762932%,
Neutral: 0.1195657%,
Positive: 0.0041410%",NEGATIVE
"mi sentivo sconfitto, di solito risolvo le cose facilmente in questo modo, ma semplicemente non ci riuscivo",sadness,"Negative: 0.9942257%,
Neutral: 0.0054878%,
Positive: 0.0002866%",NEGATIVE
"sono sicuramente un gusto acquisito, ma ultimamente molti di quelli intorno a me sembrano sentire il gusto amaro",anger,"Negative: 0.6397103%,
Neutral: 0.3470288%,
Positive: 0.0132608%",NEGATIVE
"Mi sento ricco perché la mia vita, sia reale che online, è piena di amici e familiari con i quali non vorrei vivere senza",joy,"Negative: 0.0002326%,
Neutral: 0.0022084%,
Positive: 0.9975591%",POSITIVE
"Mi sento in colpa a dirlo perché dovrei essere felice, ma non penso che questa strada sia più adatta a me",sadness,"Negative: 0.9919261%,
Neutral: 0.0055214%,
Positive: 0.0025526%",NEGATIVE
ho avuto molta paura ultimamente,fear,"Negative: 0.9753165%,
Neutral: 0.0236856%,
Positive: 0.0009980%",NEGATIVE
"Vedo che Momo si sente timido, Momo hmmm, dammi il benvenuto, ehi, Momo",sadness,"Negative: 0.0021728%,
Neutral: 0.9552353%,
Positive: 0.0425919%",NEUTRAL
mi diverte guardare la piccola tartaruga che si è intrufolata con loro,joy,"Negative: 0.0006262%,
Neutral: 0.0244095%,
Positive: 0.9749643%",POSITIVE
"il mese viola non si sente sorpreso, infatti zhuo ha fatto incazzare molti alunni, tutti chiari xiao, la sua identità non dice nemmeno la stella principale feng dei giovani",joy,"Negative: 0.8377888%,
Neutral: 0.1596265%,
Positive: 0.0025846%",NEGATIVE
"sento che non c'è via d'uscita dall'essere umiliato da un ragazzo dal quale ero ossessionato che mi ha fatto uno scherzo imbarazzante venendo scoperto dalla moglie di Tabby, un'amante che avevo una volta che era sposata e mi sono innamorata ciecamente di lui",sadness,"Negative: 0.9924281%,
Neutral: 0.0068993%,
Positive: 0.0006726%",NEGATIVE
mi sembra che a volte il respiro sia delicato come i petali di rosa essiccati,optimism,"Negative: 0.0006485%,
Neutral: 0.0354182%,
Positive: 0.9639333%",POSITIVE
Sono grato perché mi sento un po' energico invece del pesce morto che diventerei ogni volta che faccio la chemio,joy,"Negative: 0.0002503%,
Neutral: 0.0022209%,
Positive: 0.9975289%",POSITIVE
mi sento davvero onorato oggi e voglio condividere l'emozione e la mia gratitudine perché ho ricevuto un'e-mail molto gratificante da qualcuno che legge prospettive stimolanti,joy,"Negative: 0.0002725%,
Neutral: 0.0010822%,
Positive: 0.9986452%",POSITIVE
Ho provato i minerali nudi ma mi fa sentire come se avessi la faccia sporca,disgust,"Negative: 0.9786354%,
Neutral: 0.0185279%,
Positive: 0.0028368%",NEGATIVE
mi appassiona molto ed è l'età che dovrebbero avere i bambini per sottoporsi a trattamenti di bellezza,optimism,"Negative: 0.0002831%,
Neutral: 0.0171662%,
Positive: 0.9825507%",POSITIVE
"sento che lotterò, fallirò, soffrirò e sarò davvero stupido",sadness,"Negative: 0.9971009%,
Neutral: 0.0026599%,
Positive: 0.0002391%",NEGATIVE
"Mi sento un po' timido a parlarle per un secondo, ma gestisco me stesso perché ho visto dai suoi occhi che c'è qualcosa in questa ragazza",fear,"Negative: 0.0002219%,
Neutral: 0.0199446%,
Positive: 0.9798335%",POSITIVE
adoro il fatto che questo sia un luogo in cui la serie non ha veri eroi e adoro il fatto che il modo in cui le coppie in questi libri si innamorano sia altrettanto violento e folle quanto il luogo che chiamano casa,joy,"Negative: 0.0002256%,
Neutral: 0.0011180%,
Positive: 0.9986564%",POSITIVE
mi sentirò più vivace e pieno di energia,joy,"Negative: 0.0001083%,
Neutral: 0.0024543%,
Positive: 0.9974374%",POSITIVE
"Sono e sono sempre stata una ragazza molto sincera, socievole, compassionevole e disponibile",optimism,"Negative: 0.0003117%,
Neutral: 0.0013802%,
Positive: 0.9983081%",POSITIVE
mi sento come se un odioso e fastidioso chiamare ogni giorno lo taggasse che lui era finalmente stufo di tollerare e ora si limitava a trattarlo con freddezza,anger,"Negative: 0.9964535%,
Neutral: 0.0033131%,
Positive: 0.0002333%",NEGATIVE
"ho amato la sensazione che ho provato durante una fantastica corsa di slalom, sia in allenamento che in gara",joy,"Negative: 0.0001203%,
Neutral: 0.0017104%,
Positive: 0.9981693%",POSITIVE
mi sentivo particolarmente timido e impacciato perché non conoscevo molte persone lì,sadness,"Negative: 0.9944377%,
Neutral: 0.0052618%,
Positive: 0.0003005%",NEGATIVE
Mi sento ancora un po' intontito per la mancanza di sonno quindi cercherò di riposarmi,sadness,"Negative: 0.9338387%,
Neutral: 0.0501450%,
Positive: 0.0160162%",NEGATIVE
Oggi sono stato a casa a ripassare e tutto sommato mi sento piuttosto stressato,sadness,"Negative: 0.9384463%,
Neutral: 0.0200161%,
Positive: 0.0415377%",NEGATIVE
Immagino che i sentimenti non debbano essere inibiti o proibiti,optimism,"Negative: 0.0333949%,
Neutral: 0.4861240%,
Positive: 0.4804811%",NEUTRAL
l'ho abbracciato sentendomi grato che il muro di separazione fosse stato finora abbattuto,optimism,"Negative: 0.0002859%,
Neutral: 0.0125490%,
Positive: 0.9871652%",POSITIVE
ho cominciato a sentirmi molto strano,fear,"Negative: 0.7468088%,
Neutral: 0.2026471%,
Positive: 0.0505441%",NEGATIVE
"Non mi sentivo sotto pressione o costretto nelle mie scelte di comportarmi in un modo particolare, mi sentivo solo molto occupato",optimism,"Negative: 0.1366106%,
Neutral: 0.4750937%,
Positive: 0.3882958%",NEUTRAL
ho mangiato una delle mie barrette a basso contenuto di carboidrati a colazione e mi sono sentito compiaciuto quando ho notato i muffin avanzati e i cibi invitanti,joy,"Negative: 0.0004361%,
Neutral: 0.0076301%,
Positive: 0.9919337%",POSITIVE
Ora sto attraversando la vita sentendomi piuttosto che essere completamente insensibile,sadness,"Negative: 0.6863312%,
Neutral: 0.2909178%,
Positive: 0.0227510%",NEGATIVE
"non voglio fiori o caramelle, ma sono il tipo di persona che sa che mi piacciono i lime tagliati sottili nell'acqua minerale perché mi fa sentire affascinante ed è divertito da quanto sia pretenzioso",joy,"Negative: 0.0013265%,
Neutral: 0.0127043%,
Positive: 0.9859693%",POSITIVE
Mi sento non protetto durante la riprogrammazione del conteggio dei post della classe link href http in corso,disgust,"Negative: 0.9571556%,
Neutral: 0.0423110%,
Positive: 0.0005333%",NEGATIVE
Mi sento sempre davvero sicuro della mia vita e delle mie scelte quando torno a casa,optimism,"Negative: 0.0001484%,
Neutral: 0.0040479%,
Positive: 0.9958038%",POSITIVE
mi sentivo sempre più frustrato per ogni sessione a cui partecipava,anger,"Negative: 0.9946026%,
Neutral: 0.0051314%,
Positive: 0.0002660%",NEGATIVE
mi sento come se soprattutto nell'ultimo anno fossi passata da ragazza a donna e nonostante la mia titubanza a invecchiare l'anno prossimo avrò ventiquattro anni sono sorpreso di quanto sia felice di averlo fatto,joy,"Negative: 0.0005702%,
Neutral: 0.0493837%,
Positive: 0.9500461%",POSITIVE
"Mi sento attaccato o insultato, è utile rendersi conto che l'idea di attacco è viva e vegeta nella mia mente",disgust,"Negative: 0.0002135%,
Neutral: 0.0118037%,
Positive: 0.9879827%",POSITIVE
mi è mancata quella sensazione e mi è mancato essere lì e mi è mancato avere qualcosa su cui lavorare che mantenga la mia attenzione su di me e la tenga lontana dal telefono e dai potenziali guai in cui può cacciarmi,sadness,"Negative: 0.9910893%,
Neutral: 0.0064072%,
Positive: 0.0025034%",NEGATIVE
anch'io mi sento un po' a disagio con me stessa,sadness,"Negative: 0.9839200%,
Neutral: 0.0150688%,
Positive: 0.0010112%",NEGATIVE
"so che la mia situazione non è neanche lontanamente peggiore di quella dei miei fratelli all'estero, ma in questo momento mi sento come se fossi stato aggredito fisicamente, emotivamente e spiritualmente",anger,"Negative: 0.2362905%,
Neutral: 0.0548514%,
Positive: 0.7088581%",POSITIVE
Mi sento così riluttante e sopraffatto che provo a pensare a un'alternativa abbandonando quel sogno,sadness,"Negative: 0.9915389%,
Neutral: 0.0077328%,
Positive: 0.0007283%",NEGATIVE
