text,label
"Mi sento solo personalmente devastato dal fatto che ciò sia accaduto nel mio college, nella scuola in cui studio",sadness
"non sto parlando di relazioni qui, solo di quel momento iniziale di attrazione quando incontri qualcuno per la prima volta, come ci si sente a quel punto ad essere un po' svantaggiati",sadness
Mi ritrovo ancora a visitarlo nei miei giorni insignificanti in cui mi sento perso su come ottenere la gioia di un'esistenza pacifica,joy
mi sembra di provare un certo affetto per questo vecchio curioso,joy
desidero così tanto avere successo e non essere frenetico che il tempo di preparazione possa occupare il mio tempo per dipingere i miei progetti,optimism
"non vengo da un passato perfetto vengo da un passato che sembra molto disordinato, rumoroso, caotico e pieno di parole parole parole che non hanno mai significato molto o erano bugie",sadness
mi sento sempre così inadeguato,sadness
Mi sento in colpa a dirlo e come se fosse solo una scusa o qualcosa del genere,sadness
"mi sento come se fossi stato punito, gt, gt, gt, qualcosa che avresti potuto evitare, accidenti, semplicemente essendo onesto",anger
mi sento così super realizzato che ho persino dimenticato di cosa avrei scritto,joy
mi sento meno inutile in una giornata come questa lol,joy
mi rifiuto di restare in silenzio di fronte a degli stronzi che invece di non rispondere o di non essere interessati fanno di tutto per far sentire di merda qualcuno,anger
ho appena iniziato a prenderlo ieri e mi sento un po' strano,joy
Mi sento davvero eccitato con tutto questo nuovo potere,joy
"Mi sento rifiutato, ho poca autostima e sono senza scopo",sadness
Ho lasciato che le emozioni penetrassero nel processo decisionale e ho finito per provare risentimento,sadness
in realtà mi sento più energico del solito piuttosto che svuotato,joy
"Comincio a sentirmi un po' più energico quando i ragazzi non mi sfiniscono, ovviamente",joy
Spero che le tue parole ti facciano sentire coraggioso e spaventato e tutto il resto,optimism
"sento che la nostra cultura e la nostra storia artistica stanno lentamente scivolando via, tranne che nei piccoli gruppi che cercano di mantenerla viva",sadness
semplicemente non mi sentivo ispirato a scrivere sul blog e francamente creare post sul blog era diventato un lavoro ingrato,sadness
mi sento un po' ridacchiare qui,joy
"Non pensavo nemmeno di mettermi le scarpe, camminavo sulla neve e potevo sentire il calore dell'amore divino che emanava dal suo spirito",joy
"Mi sento ancora violento, ma la mia idea di torturare è molto più docile rispetto a ieri",anger
"A volte sento un dolore sordo alla gamba mentre sono seduto, ma penso che sia normale a questo punto",optimism
"non lo so, mi sento così inutile",sadness
"Mi piacerebbe aprire un giorno un salone di bellezza per donne vere, da qualche parte dove coloro che non hanno necessariamente una pelle perfetta potranno venire senza sentirsi intimidite",joy
"Voglio e non voglio, ma sto iniziando a provare risentimento perché ha mancato tutti i segnali che gli sto inviando",sadness
"Trovo anche che mi dia una leggera carica di energia e forse questa è la mia immaginazione, ma sento anche un legame e una collaborazione con le mie amiche piante, il che è un modo fantastico per iniziare la stagione del giardinaggio, cosa che ho fatto seriamente questo fine settimana e che pubblicherò dettagli durante la settimana a venire",joy
mi sento abbastanza sicuro ma mi rendo conto che ci sono influenze esterne che arrivano nel nostro campus ma non ho visto nemmeno le vere forze dell'ordine scendere,fear
non mi sento troppo turbato per questo,optimism
"mi sento scosso da quello che ha fatto l'MPS, ma tu rendi tutto migliore",optimism
"Ci penserò domani, domani, ma in questo momento sono stanco ed ero già un po' frustrato, quindi mi sento completamente svuotato",sadness
mi sono rialzato dopo essermi sentito invano a causa della risposta di Scarlet riguardo a un messaggio di MySpace,sadness
"mi sento un perdente così patetico, senza talento, non amabile",sadness
"Mi siedo qui a sgranocchiare verdure, hummus e ranch, mi sento molto sconvolto",sadness
"Mi sento, mi prendo cura, sto guarendo, condivido e un legame di sostegno che nutre il medico di base",joy
rimasi in piedi ancora per qualche minuto sentendo uno strano e pesante intorpidimento invadermi anche se il mio cuore batteva più forte poi lentamente mi sedetti di nuovo a pensare,sadness
sento che dovrei dire quello che voglio dato che in effetti stai leggendo il mio diario sento che molti dei miei amati lettori si stanno offendendo per alcune delle cose che dico e pubblico qui,anger
Penso di essere arrabbiato con me stesso per essermi sentito così stanco dopo soli cinque mesi di allattamento,anger
ho concluso che se mia moglie mi avesse tradito con un uomo mi sarei sentito tradito e devastato e la mia fiducia in lei sarebbe crollata,sadness
"mi sono sentito ancora più frustrato e scoraggiato quando ho realizzato che la mia reputazione era stata danneggiata, ma ho anche capito che avevo una scelta: potevo provare risentimento per la situazione in cui mi trovavo o ricostruire la mia buona reputazione",sadness
"Mi sento così malinconico tutto il giorno, so che è perché ne ho letto di nuovo i vantaggi",sadness
Spero che tu lo faccia perché altrimenti tua moglie inizierà a pensare che non sia già poco importante nella tua vita,optimism
"sono arrivato lì, non mi sono sentito troppo male, non mi sono sentito molto diverso, se devo essere sincero",sadness
"semplicemente non sopporto quella sensazione di trascinamento dei colori ad olio, quindi sono felice di aver avuto la trama sottostante sul legno per dare al dipinto un tocco in più",joy
scrivo per coloro a cui è stato detto che sono deboli o che i loro punti di forza sono punti deboli e si sono vergognati,sadness
"non so se sia normale sentirmi irritabile e piangente in questa fase della gravidanza, ma ultimamente mi sono sentita davvero triste e delusa per non aver partorito lo scorso fine settimana dopo che avevo avuto dolori del travaglio da venerdì mattina presto fino al mattino di sabato",sadness
"mi sento semplicemente orribile, inamabile e profondamente dispiaciuto per me stesso",sadness
Mi sento un po' irritato perché l'anno scolastico è finito a metà e tutto quello che ha ricevuto sono parole,anger
mi sentivo ignorato mentivo per metà o nessuna verità omissione evitamento di essere escluso dalle cose come se per te fosse solo un gioco e come se davvero non mi volessi tra i piedi,anger
Ero felice di sentire il suo abbraccio e devastato di non essermi messo in contatto prima,sadness
mi sento in colpa e mi sento come se non fossi leale e mi sento come se la stessi addirittura tradendo,disgust
"so che Dio ha un grande piano per la mia vita, ma non riesco a trattenermi dall'essere impaziente e so che è brutto, ma a volte, beh, quasi sempre gli faccio domande su questo argomento",sadness
Immagino di sentirmi piuttosto leale nei loro confronti dato che alla fine ho intenzione di abbandonare la nave a metà/fine settembre per fuggire dalla California,optimism
Penso che questo sia un numero perfettamente accettabile dato che il bambino sta davvero iniziando ad affollare i miei polmoni un po' di più adesso,joy
mi sento davvero così tranquillo in questo momento mentre scrivo questo,joy
Spero che lei ti lasci e spero che tu abbia il cuore spezzato per aver rovinato il tuo matrimonio,sadness
"mi sento come se non fossi rimasto fermo dal mio compleanno, cosa che adoro",joy
mi sento dubbioso e ho paura,fear
"mi sento onorato che questa piccola persona che conosco solo da poco tempo sentisse di potersi fidare abbastanza di me, nonostante gli altri adulti intorno a lui fossero così orribili",joy
odiavo sentirmi stupido,anger
Adoro quei ragazzini eppure mi sento così impotente,sadness
"mi sento come se fossi semplicemente una brava attrice, allora forse",joy
mi sento brutto e triste e voglio solo smettere di paragonarmi,sadness
Ho fatto cose che mi ero sempre chiesto e per le quali ora provo rimorso,sadness
ammetto che mi sento come se avessi poco ma quel poco sono deciso a offrirlo poco a poco al Signore per fare quello che vuole quando vuole dove vuole come vuole,optimism
non mi sentivo particolarmente comprensivo,sadness
"Accetto il farmaco finché non mi sento troppo turbato da loro, non ne avrò mai tutti i benefici",sadness
"Non intendo dire che questo sia duro, egoista o indifferente, ma sento che i miei lettori trarranno maggior beneficio dal contenuto che fornisco piuttosto che da ciò che è collegato a una festa",optimism
"mi rendo conto che sembro un po' eccessivo drammatico quando lo dico, ma se la pensi sinceramente in questo modo hai chiaramente mancato il punto di tutti questi post",sadness
"non avevo voglia di spiegarle che sono sinceramente curioso e voglio imparare, capire e almeno avere un'idea di quello che la gente mi dice",disgust
mi sento come se stessi correndo in giro senza alcun senso di direzione o desiderio di uno scopo o di obiettivi di vita,sadness
mi sento stranamente sconfitto,sadness
"Sembro disperato e patetico a me stesso, ma mi sento frenetico nel bisogno di lui",sadness
ho lasciato la gastro impressionato,joy
mi dispiace per coloro che hanno dovuto lasciare focolare e casa per dedicarsi alla vendita,sadness
Sono arrivato a Natale con un atteggiamento ottimista riguardo al futuro e speranzoso di aver finalmente alle spalle i ricoveri ospedalieri,optimism
mi sento fedele a un href http www,optimism
mi sento solo molto ingannato e piuttosto spaventato di essere stato invaso in questo modo,fear
mi sento ancora eccitato da quei piccoli blog http a href,joy
"mi è stato insegnato a lamentarmi e a sentirmi infelice, ma solo di recente ho capito chiaramente l'importanza della gratitudine e ho iniziato a renderla importante nella mia vita",optimism
Non mi sono sentito davvero così colpito da Houston quando sono venuto qui l'ultima volta,anticipation
in realtà mi sento più compassionevole nei loro confronti,optimism
"ho chiesto a qualcuno se confermavano i miei sentimenti e mi hanno ignorato, quindi immagino di aver continuato",anticipation
l'ho fatto ieri sera e mi sono svegliato intontito fino all'ora di pranzo,sadness
Mi sento estremamente appassionato di questo argomento perché quella persona ero io,optimism
"Sapevo esattamente ciò di cui aveva bisogno, ciò di cui ogni ragazzo ha bisogno quando si sente sopraffatto, James Bond",anticipation
mi sento bene però,joy
Mi sento sempre trionfante quando il mio contenitore per la raccolta differenziata è traboccante e il contenitore della spazzatura contiene solo rifiuti domestici,joy
mi sento ancora un po' scettico,fear
Normalmente vorrei mangiarlo quando sento che il mondo è noioso,sadness
"Voglio solo qualcuno che mi faccia sentire terrorizzato, qualcuno che mi faccia dire all'impazzata che sono innamorato, sono terrorizzato per la prima volta",fear
Ero ancora più pesante e mi sentivo senza speranza,sadness
mi sento come se volessi nascondermi ed essere distratto allo stesso tempo,sadness
"So che lo fai solo perché lo voglio, non perché ti senti sottomesso o addirittura sessuale",anger
Continuerò a sentire questo dolore e sofferenza nel petto ogni volta che respiro,sadness
ho la sensazione di non essere più gravato da coloro che devo andare in giro in punta di piedi e stare attento a ciò che dico o sento è incredibile,sadness
Penso che sia stato molto scortese mettere una macchina fotografica così vicino al volto di qualcuno in qualsiasi situazione,anger
ho imparato che le aspettative delle persone non vengono sempre soddisfatte e potresti lasciarti immensamente deluso per la maggior parte del tempo,sadness
Sento lo scopo di prendermi cura anche di quelli di noi che sono caregiver,optimism
Mi sentirei così sconfitto e dovrei leccarmi le ferite,sadness
Molti nuovi membri mi hanno detto quanto si sentono a proprio agio con quanto sono accettati dai membri esistenti ed è fantastico sentirlo,joy
"non mi piace usare la parola h in modo sconsiderato ma ammetto di sentirmi allegro in questi giorni e ho una ragione per cui alfie è ora il quarto nome più popolare nel Regno Unito, beh, Inghilterra e Galles",joy
sono rimasto stupito quando ho visto il risultato finale anche quelli senza pesci all'interno,joy
riesco a malapena a parlare anche se mi sento bene,sadness
finalmente so cosa vuol dire avere il cuore spezzato,sadness
non posso provare rimorso per averlo detto,sadness
mi sentivo festoso ieri,joy
Prego regolarmente ora la mia vita di preghiera non sembra appassionata,optimism
mi sono svegliato questa mattina sentendomi pieno di speranza ed energico,joy
"spesso mi sento arrabbiato o irritato per tutte le ingiustizie e, sebbene le preoccupazioni siano importanti e valga la pena agire, esistere in uno stato costante di sentimento per la ferita non può essere salutare",anger
"ho voglia di qualcosa di dolce, c'è sempre della frutta",joy
Vorrei poter ristabilire un livello ragionevole di motivazione che non sia basato sulla necessità di far sentire le persone come esseri umani meno intelligenti di quanto probabilmente sono,optimism
sento di avermi mostrato che il tempismo è molto importante,anticipation
"Sono con il mio ragazzo e i miei amici, mi sento bene e sinceramente felice, ma nel momento in cui sono sola mi sento depressa",sadness
mi sento rilassato,joy
"Mi sento un po' letargico ultimamente, ma la scuola è pur sempre scuola",sadness
ho postato penso che si trattasse di sentirmi un po' di merda e beh non volevo più che quello fosse l'ultimo post nel mio blog,anger
"Passerò alla parte della giornata post intervista i cui risultati saranno molto più entusiasmanti e interessanti per te, ne sono sicuro",optimism
guardo l'agenda e mi sento sopraffatto da tutti gli appuntamenti e gli obblighi in arrivo,sadness
Nascondo quello che provo veramente pensando per paura che possa portare a qualcosa di molto più pericoloso,fear
posso avere una tale fede perché credo che ci siano persone che se ne sono andate sentendosi costernate e deluse da un dio che non ha fatto miracoli nella loro vita,optimism
Mi sentivo arrabbiata per il vestito e arrabbiata con me stessa per essere arrabbiata per quel vestito,anger
"mi sento sgradito in questa città, come se il mio tempo qui fosse passato, la mia quota di ricordi era ben oltre l'orlo e il mio avviso di sfratto era atteso da tempo",sadness
Scommetto che ti senti davvero di merda in questo momento,sadness
Mi sento privilegiato nel donare perché non può essere in Europa durante l'epidemia della mucca pazza e non gli permettono di donare,sadness
probabilmente so dove sto andando come se conoscessi il palmo della mia mano mi sento ancora elettrizzato perché so che ogni viaggio mi rivelerebbe qualcosa di nuovo,joy
"ho detto ai miei colleghi del team addetto al controllo qualità che dopo aver saputo quasi tutto quando ero un agente, ora mi sento come un ragazzino curioso di quasi tutto",anticipation
"All'epoca mi convincevano più le sensazioni che il cibo, ma posso ancora dire che tutte le polpette di manzo, salsa speciale, lattuga, formaggio, sottaceti, cipolle su un panino con semi di sesamo, in meno di secondi per un hamburger gratis",joy
sono andato a vedere i risultati dell'esame di ammissione all'università e ho gioito del mio successo,joy
sento che è davvero una scommessa fantastica che vale la pena,joy
mi sento diventare ancora una volta cattivo,anger
ho scoperto in poche parole che in questo momento ti senti teso e hai urgentemente bisogno di riposo e relax ma forse ancor più di questo hai bisogno di superare quella sensazione di essere stato maltrattato e trattato con una totale mancanza di considerazione,sadness
mi sento un idiota ma ora i miei amici e la mia famiglia mi prenderanno in giro per questo e ora che pensavo di avere una buona ragione per essere orgoglioso succede questa merda,anger
Penso che i premi siano per le persone che hanno un enorme talento,optimism
"Non sono ancora un fan, ma mi sento meno angosciato e i commenti degli insegnanti dopo il fatto hanno fatto sì che ne valesse davvero la pena",joy
"Penso che sia la sensazione peggiore, mi fa venire i brividi e solo a pensarci mi fanno sentire i denti strani",fear
Mi sento così irrequieto ultimamente perché mi sono schiarito così tanto i capelli un mese fa,sadness
mi sento come se non scrivessi sul blog da tantissimo tempo,sadness
Non sono più vergine con le ragazze e sto iniziando a sentirmi di nuovo molto indeciso,sadness
Ammetto che c'è una sorta di atmosfera messicana che mi piace,joy
"mi sento geloso, arrabbiato o amareggiato, chiedo perché",anger
Ho la sensazione che presto arriverà una versione biforcuta di quella piccola storia affascinante,anticipation
Ho ancora la sensazione che il dibattito sia stato feroce da entrambe le parti,anger
"ovviamente indosso divertenti magliette dei cartoni animati con i miei personaggi preferiti dei cartoni animati, come il coniglietto e l'uccellino, cioè quando mi sento di buon umore e di buon umore, come andare al parco o al centro commerciale con i miei amici pazzi e stupidi",joy
Soffro così tanto e mi sento come una faccia informe e inutile,sadness
"Sento che è vitale mettere tutto sul tavolo ora, non sono interessato a prepararmi per ulteriori umiliazioni e delusioni",sadness
mi sento confuso e così incerto su dove mi trovo,sadness
mi sento ancora triste e giù,sadness
"mi sento bene, immagino",optimism
finivo per sentirmi rifiutato e con la sensazione che mi avessero appena fatto uno scherzo crudele alimentandomi le speranze solo per schiacciarle di proposito,sadness
"poi ho provato una sensazione di imbarazzo e scontento perché ha detto sì, anch'io e non mi dispiace",sadness
il mio ultimo semestre di genetica ha avuto un voto decente,joy
"Mi sento ancora come se stessi ancora imparando a scrivere in uno stile di blog, ma lentamente sto diventando migliore",joy
mi sento un po' più nostalgico quando mi vengono in mente quei ricordi,joy
Non so quando vorrò dirglielo e mi sento in colpa e deluso perché tutto ciò che sto pensando a lei e alla nostra relazione in questo momento è negativo,sadness
"stavo creando una relazione per contrastare la definizione di sé accettata e consentita di essere inferiore a loro, il che significava che mi sentivo uno schifo pensando di essere inferiore perché non ero sotto i riflettori dell'elogio del guadagno",sadness
"Non posso dirti quanto orribile quel commento mi abbia fatto sentire: non è di supporto, è condiscendente",anger
"ho perso i contatti con lei diversi anni fa e mi sento un po' amareggiato nei suoi confronti, eppure non sono del tutto disposto a liberarmi del ricordo dei bei momenti trascorsi",sadness
"Correrò verso la gente e guarderò il vento in faccia, vedrò gli adorabili colori della natura e guarderò gli aerei che volano più in alto in lontananza",optimism
"Potrei far sentire amata anche solo una persona per un semplice momento, quindi il mio lavoro qui sulla terra sarebbe stato adempiuto",joy
ho la sensazione che sarà un po' dolce per i miei gusti,anticipation
mi sento molto onorato che la gente pensi questo di me,joy
"sento che hanno avuto rapporti sessuali non protetti in diverse occasioni lei diceva: ""E se fossi rimasta incinta"" lui era come se fosse stato catturato dal calore della passione",disgust
mi sento eccitato durante una chat di classe con Arialblue href,joy
ho voglia di essere casual,disgust
mi sento sempre impavido il primo gennaio,optimism
"Non mi sento molto felice oggi, è stata una giornata dura",sadness
Vedo meravigliosi genitori devoti che si prendono cura dei loro figli. Lodo Dio anche se sono geloso,joy
mi sento così felice di averli conosciuti entrambi,joy
Pecco contro di lui e mi sento sporco davanti a lui eppure sento solo il suo amore gentile che mi invita di nuovo tra le sue braccia e sento la sua giustizia riversarsi su di me,optimism
mi sento solo piagnucoloso,sadness
Mi sento così fantastico e sono così da un href http yourweightlossmethods,joy
"Sono stata ignorata, svalutata o con il cuore spezzato o quando sono tra fidanzati e ho bisogno di qualcuno che mi faccia sentire apprezzata, attraente, amata e adorata ho certi uomini che chiamo",sadness
"Ultimamente mi sento piuttosto tranquillo, a parte lo stress sul lavoro di tanto in tanto, ma per te va bene",optimism
Mi sento una mamma compiaciuta perché so che alla fine non sono stata io a causare un tale caos e caos,anger
Sono arrivato a scoprire che mi sento più ispirato dal punto di vista artistico e creativo durante le tarde ore della notte,joy
mi piace mostrare ai proprietari di casa questi cataloghi per avere un'idea di questo target nofollow rel vuoto href http www,joy
"vedo foto di neonati, soprattutto quelle scattate in ospedale, mi sento molto solidale con le persone esauste che tengono in braccio queste minuscole bestie confuse, avvolte in fasce e con la faccia rossa",sadness
"Sono andato a letto sentendomi piuttosto orgoglioso di me stesso, nonostante le difficoltà, ho avuto una giornata positiva",joy
"mi piace, ma mi fa sentire così poco importante",sadness
"Lo sto facendo soprattutto per me stesso, ma sento che tutto ciò che scrivo potrebbe essere utile a qualcun altro",optimism
"Sono fermamente convinta che sostenendo, poiché sono una ragazza, possiamo avere un impatto positivo sulle ragazze sia dentro che fuori dal campo di calcio, ha detto Christine Sinclair, capitano della squadra nazionale femminile canadese.",optimism
sento che ero scettico e che era solo paranoia,fear
mi sento molto sopraffatto,sadness
"ho la sensazione che venga semplicemente ignorato o forse ho fatto davvero un ottimo lavoro convincendo il mondo che tutto andava bene quando in realtà stavo solo sognando, come dice una canzone di OMD",optimism
Sono accanto a lei e mi sento poco glamour con la mia maglietta da baseball Levi's e le scarpe da ginnastica nere,sadness
mi sento molto meno sgomento,sadness
ho provato per anni tutte le cose che ho così tanta paura di provare che lo hanno reso colpevole di sei capi d'accusa è stato rinviato in prigione,fear
mi sento come se il mio piccolo artista rifiutato venisse a ricordarmi di non ignorarlo di tanto in tanto,sadness
non posso credere che sia giusto ma mi sento molto meno allarmato dato che il mare è ancora calmo,fear
"Mi sento emozionato quando salgo, ma è così difficile scendere",joy
Comincio a sentirmi davvero isolato e questo mi frustra,sadness
sento il desiderio di una liberazione onesta,joy
"scrivo questo, vedo la parte superiore inaccettabilmente enorme del muffin che sporge fuori dalla parte superiore e mi sento disgustato perché sto lasciando che tutto il mio duro lavoro dei round precedenti vada sprecato",anger
mi mancava disperatamente e mi sentivo un idiota per la sua mancanza,sadness
mi sentivo rassicurato,optimism
Non riesco a trovarlo eppure sento che desidero qualcosa,sadness
mi sento davvero incazzato,anger
me ne sono andato sentendomi divertito ma vuoto,sadness
scopro che sembrano e si sentono a proprio agio solo poco prima dell'inizio della partita e non ho altro modo per scoprirlo se non tramite il vice allenatore,sadness
"mi sento inutile, senza speranza e stupido",sadness
quando ho superato l'esame di ammissione all'università,sadness
ho provato ad applicare uno strato dopo l'altro di matita per ottenere definizione e ancora una volta sono rimasto insoddisfatto,sadness
mi dispiace per un href http bluestarlight,sadness
mi sento piuttosto risentito,sadness
sento una punta di nervosismo al solo pensiero di dover parlare in persona con quel bell'uomo,fear
mi sento curiosamente rinvigorito,joy
quando mio padre mi sgridò perché ero andato a una festa con mia sorella,anger
Sono così impegnato a sentirmi disgustato di me stesso che non ho voglia di vendicarmi di loro,anger
mi spaventa vedere un milione di giovani aspirare,fear
lo uso come nome del mio blog perché mi permette di mantenere un certo grado di anonimato senza avere la sensazione di usare un'identità falsa,optimism
mi sentivo piuttosto stronzo,anger
"mi sento tranquillo, mi sento libero e mi sento completamente indifferente alla società",sadness
Mi sento piuttosto calmo e raccolto e sono abbastanza pronto,optimism
mi sento un po' frenetico perché so che presto la gente se ne andrà e solo poco fa mi sentivo come se avessi molto tempo da perdere e tenere a bada le cose,fear
mi sento più generoso con la sua musica di sottofondo intelligente che suona molto meglio in un ampio soggiorno che nello spazio ristretto dell'auto o peggio ancora sul walkman,joy
non mi sento più terrorizzato,fear
Credo che tu debba veramente pentirti di provare rimorso per aver provato questi sentimenti anche se senti di non poterli controllare,sadness
Stavo ululando con Comet e il bambino scalciava così tanto che John lo sentiva così divertente,joy
"Mi sento così a mio agio e così felice, dice",joy
"sono riuscito ad andare a una prima festa sono tornato socievole e spero davvero di tornare ad andare al munch, ma ciò richiede una passeggiata, un minuto di viaggio in autobus, un'altra passeggiata poi il munch e poi di nuovo tutto il resto che al momento è un po' troppo",optimism
"Sapevo di sentirmi agitato, irritato e depresso allo stesso tempo",sadness
posso essere meticoloso e sentirmi schifoso,anger
mi sento troppo energico e alcuni giorni sento proprio il contrario,optimism
ho passato parecchi anni in cui mi sentivo troppo spaventato per creare,fear
sento che il mio cuore si è spezzato per Barney,sadness
sento il bisogno di essere stressato per essere condiviso,sadness
"Provo cattivi sentimenti nei confronti dei ragazzi perché tutti gli uomini della mia famiglia sono davvero testardi, molto aggressivi e molto competitivi",sadness
"Sento che le questioni in questione devono essere risolte, queste non sono lacrime di autocommiserazione",optimism
"mi sento meno strano nel sollecitare ragazzi per loro perché beh, sono un ragazzo, immagino, e forse non mi sento in colpa a sfruttarli",optimism
mi sento marcio e mi sono dimenticato di me stesso,sadness
posso parlarle di quasi tutto ciò che voglio e lei mi ascolta e basta e non mi fa sentire una mocciosa piagnucolosa e mi aiuta a riordinare i miei pensieri e a prendere decisioni mantenendomi dove si sente al sicuro,optimism
mi dispiace che qualcuno che conoscevo una volta se ne vada come qualcuno che conoscevo una volta,sadness
mi dispiace tanto per averti fatto sentire poco importante ultimamente,sadness
Sono così grato di sentirmi in pace alla fine della giornata,joy
mi sento onorato di aver avuto l'incarico di direttore d'orchestra con i cantanti di cavatina,joy
ho bevuto un sorso e già mi sento stordito,sadness
Penso che non ci sia posto in cui preferirei essere in questo momento se non guardare il suo faccino rilassare le braccia allentarsi e sentire la sua fronte morbidissima,sadness
mi concentro sulle piccole cose che mi fanno sentire glamour,joy
"ho alcune foto in testa e mi piacerebbe cucire quando ne avrò la possibilità, se mi sento coraggioso parlerò di questi progetti sul blog, se non altro per far sentire meglio gli altri con se stessi",optimism
"Sto vedendo la salsiccia preparata, ma invece di sentirmi sconvolto sto ampliando la mia comprensione di ciò che rende un buon libro",anticipation
mi sento come se fossi un'isola di dolore e ho bisogno di isolarmi da tutti loro per non contaminarli con la mia tristezza,sadness
ho passato giorni a risolvere il problema ora non vedo l'ora di finire il lavoro il piano è mettermi all'opera provare la mia soluzione e poi telefonare per dire al cliente cosa fare div style cancella entrambi i bordi inferiori,optimism
Sento che sono persone straordinarie e uniche e le amo così tanto,joy
mi sento stordito e confuso,sadness
mi sentivo ansioso e non riuscivo a dormire,fear
"non provo alcun rimpianto che sia un dispiacere per un atto o per un fallimento nell'agire perché penso che l'esperienza di mia figlia qui sia stata preziosa e, come la maggior parte delle esperienze, imperfetta",optimism
ridevo di mio marito perché era ancora scettico sul fatto che cucinassi dei buoni gozelemes,joy
mi sentivo un po' più risentito per quella che sembrava essere una cattiva pianificazione da parte degli organizzatori,sadness
mi piace davvero la sensazione di realizzare qualcosa di utile,joy
mi sento davvero arrabbiato e triste,sadness
Mi sento particolarmente compiaciuto nel crearne uno mio,anger
lo sento di più quando vedo che non ti preoccupi,anticipation
Non voglio che voi amici lettori vi sentiate come se doveste dispiacervi per me,sadness
sto dicendo che mi sento falso,sadness
Adoro quella sensazione vertiginosa di trovare qualcuno un po' carino e volerne sapere di più,joy
Non posso scrivere perché ho paura che i miei stupidi pensieri non siano sufficienti per aiutarti,fear
Sicuramente mi sento un po' malinconico ma conserverò le riflessioni per domani,sadness
mi sento intelligente adesso,optimism
mi sento fiducioso al riguardo,optimism
"Mi sento in pace con loro dove sono, ma mi mancano da morire, mi sento stordito dai messaggi con immagini e dalle telefonate casuali",joy
"Sono solo arrabbiato ma so che è ferita, si sente sporca",anger
mi sento davvero a disagio e fuori posto in questo momento,sadness
devo ritrovarmi seduto di fronte al consulente con una sensazione di rabbia e di crescente turbamento per il suo condiscendente rifiuto di permettermi di scegliere il tipo di parto che volevo,anger
ho la sensazione che potrebbero rimanere piacevolmente sorpresi,anticipation
"Mi sentivo già deprivato quando, dopo la nascita di Claire, ho reagito all'epidurale e ho provato tremori estremi per un paio d'ore e non sono riuscito a trattenerla durante quello speciale stato di allerta tranquilla che sperimentano i neonati",sadness
"scelgo di non sentirmi colpevole, indegno o dubbioso",optimism
potrei sentirmi scoraggiato e frustrato,sadness
"Voglio che diventi più pienamente se stesso e questa è la gioia che provo quando, come ieri, dice con un sussurro emozionato mamma",joy
Non lo sentivo e non volevo fingere,fear
Non so perché dovrei sentirmi umiliato a scriverne,sadness
mi sento così torturato da ciò,sadness
mi sento benevolo nei tuoi confronti oggi,optimism
Ho una mini lista di cose positive di me a cui posso fare riferimento la prossima volta che mi sentirò di merda,optimism
Spesso mi guardo intorno e mi sento molto sopraffatto,sadness
mi dà semplicemente fastidio il modo in cui condividono il loro successo o anche solo il modo in cui parlano,anger
"Avevo la sensazione che se non avessi aiutato, questa avrebbe potuto trasformarsi in una brutta scena",fear
"ho perso chili, non mi sono mai ammalato, ho smesso di prendere i farmaci per la pressione sanguigna e il colesterolo e mi sento benissimo",joy
"Sento che sono ancora più stupito da Silent Knight, che è una canzone strumentale ala hizaki",joy
"Provo di nuovo amore, ero felice che apparisse ora, mi chiedo come sarebbe se mi amasse davvero",joy
sento che merito di essere al verde per quanto sono frivolo,sadness
mi presento sentendomi più che un po' preoccupato,fear
ripensandoci mi sento molto in colpa per i soldi che ho speso per me stesso che avrebbero potuto essere spesi per la famiglia,sadness
mi sento splendidamente sublime euforico,joy
"avevo quasi vomitato il giorno prima che entrassi per chiedermi come mi sentivo e mentre le assicuravo che stavo meglio e che molto probabilmente era qualcosa che avevo mangiato lei mi fece l'occhiolino e disse beh, sai che c'è qualcos'altro che può rendere le giovani donne malato anche così",sadness
Mi aspetto costantemente che sia così perché mi sento così ammirato e mi sento così al sicuro nella natura,joy
mi sento contento di essere presente e di prestare tutta la mia attenzione a questo capolavoro del tempo,joy
Penso che nella mia vita ho la forte sensazione che io sia una giovane donna così innocente e profonda,joy
Non vorrei che si sentisse gravato da tutto questo o che un giorno si risentisse con Adrian per avergli reso la vita più difficile,sadness
"So che si sente impotente ma quel bacio che la coccola, l'abbraccio ogni mattina e l'amore che ti ama ogni notte",joy
"Mi sento elettrizzato e piuttosto umiliato, non mi aspettavo niente del genere ed è una sensazione divertente",joy
mi sentivo comunque un po' ostile quindi per me andava bene,fear
"era da un po' che non provavo quella sensazione, quindi fidati di esserti molto grato",optimism
Gli ho detto bene che questo mi fa sentire davvero poco importante il fatto che tu non possa fare lo sforzo di chiarire le cose,anger
Mi sento giocoso e ho pensato di condividere le mie risposte con voi,joy
dissi mentre cinque anni di dolore e inutilità si sollevavano dalle mie spalle e prendevano il volo intorno a me in stile angelico mi sento di nuovo tutto allegro,joy
provo una sorta di dolce sollievo quando mi guardo intorno e realizzo che quella casa sembra una casa e non una baracca radiofonica e questo mi rende felice,joy
sento una fame selvaggia e quando non c'è cena in vista le campane della cena suonano un suono di ruth,anger
"non ho avuto il tempo di contare i soldi, anche perché la cassiera stava già telefonando al cliente successivo e mi sentivo un po' di fretta e d'intralcio con la persona successiva che mi strisciava sulla schiena",disgust
